customer_id,age,gender,marital_status,education_level,region,employment_status,owns_home,has_auto_loan,annual_income,credit_score,credit_limit,tenure,card_type,num_transactions,avg_transaction_value,online_shopping_freq,reward_points_balance,travel_frequency,utility_payment_count,num_children,num_credit_cards,monthly_spend
60041667,65,male,married,bachelors,midwest,unemployed,0,1,75158.78026811797,763.6454044949678,19085.031208244043,3,gold,9,34.04334477516527,,8034.754098009746,7,3.0,2,8,1928.69
35368918,67,female,married,high school,midwest,unemployed,0,1,74389.87812120585,759.0517447567516,19414.22512367632,19,gold,16,20.959087363978767,9.0,8261.3495513321,5,2.0,2,8,1565.23
90703989,65,female,married,bachelors,west,self-employed,1,1,11836.116934377676,640.6480209449298,2993.4015350945388,10,standard,6,25.08012472595395,10.0,2291.4529080272323,3,3.0,0,8,1405.38
35511564,38,female,married,high school,midwest,student,0,1,57964.77869179504,730.0119902194377,15486.819081845722,11,gold,11,62.21651585536247,8.0,6718.343233737541,3,3.0,2,8,1724.17
71139829,28,female,single,high school,west,student,1,0,22308.738362224885,729.7336849324529,4835.288209335827,10,standard,6,22.87854063463426,5.0,3105.9712457901296,4,2.0,0,8,1397.44
25698127,35,female,married,bachelors,midwest,student,0,1,140809.62086578994,683.0645088138963,29474.948464932237,15,gold,19,65.01767769551888,15.0,14918.383602145332,6,8.0,1,8,2748.87
76955058,73,female,married,graduate,northeast,student,1,1,144505.30774479444,641.9914455570436,30450.738301846683,8,gold,16,11.50876134838563,13.0,15388.709259433788,4,9.0,0,8,1715.97
43251957,43,male,married,bachelors,midwest,employed,1,1,104728.18792926703,701.861730258515,24469.990332571782,0,gold,21,35.880281541591664,4.0,12139.468845890407,6,5.0,4,8,2341.46
97937554,68,male,married,high school,northeast,self-employed,1,0,113120.86091685158,609.4172497413189,22825.048783909424,10,standard,12,30.794689043668097,6.0,12167.212784866044,4,3.0,0,8,1456.12
52823244,20,female,single,graduate,midwest,employed,0,1,42642.73655568534,715.3049713513893,10479.311004072975,18,standard,5,21.09849903355191,6.0,5602.8161839043205,3,2.0,0,8,1432.86
40188795,80,female,married,bachelors,south,unemployed,1,1,165523.5142645705,606.904671649814,34170.45907494583,3,standard,21,87.56957786470551,,17386.18644171035,1,8.0,0,8,2275.82
42376891,19,male,single,bachelors,west,student,1,1,48565.09870752741,736.3580092757273,9820.45972334583,10,gold,6,21.873236520328906,7.0,5635.716306344933,3,3.0,0,8,1419.47
47361196,56,male,married,bachelors,midwest,self-employed,1,1,37944.48007862203,675.3177845178652,9729.164010322418,17,standard,8,85.63742773755668,11.0,4747.584931363023,1,5.0,0,8,1484.03
81545883,32,male,single,bachelors,northeast,self-employed,1,0,40568.8131716557,701.6028895468914,9850.00279960878,5,standard,12,39.64660522156096,6.0,5085.994870167703,1,4.0,0,8,1168.0
63886487,29,female,single,bachelors,west,self-employed,1,0,89843.64833735584,680.4003783463716,17814.67702091821,1,standard,15,18.110155661035886,,10032.153654671092,4,2.0,2,8,1634.21
94701398,38,female,married,graduate,northeast,employed,1,1,52159.29325178238,581.1015728595731,11011.38430139084,14,standard,6,20.257519877433086,9.0,6225.067341230723,4,2.0,3,8,1702.58
47362946,64,male,married,bachelors,northeast,unemployed,1,1,40956.17668671446,747.5567403328705,10525.682106801918,11,gold,7,24.54643409901484,,5063.008850477919,2,2.0,1,8,1130.23
69615969,69,female,married,bachelors,west,employed,0,1,116910.7663151118,680.2365959022665,28059.0142527404,4,gold,26,27.587525849451247,15.0,12831.948674927708,6,2.0,1,8,2495.31
79549252,47,female,married,graduate,south,employed,1,0,60185.2869413493,738.1022055017177,17069.063843037344,11,gold,9,51.55112762836861,10.0,7107.791157963176,2,3.0,0,8,1422.22
12704049,56,female,married,bachelors,northeast,self-employed,0,0,35242.44795721037,669.992430209589,7536.925598121622,5,standard,6,21.60261453075858,6.0,4515.214396056925,4,3.0,3,8,1322.89
34376710,48,female,married,bachelors,northeast,employed,1,1,21704.60542410333,697.0593534968963,5671.571949039461,8,standard,10,21.39583705877038,6.0,3282.475252388412,3,4.0,1,8,1452.75
47279449,58,male,married,bachelors,west,employed,1,1,41765.58765292027,673.7051213192569,8090.700397167262,10,standard,14,23.63899591623313,8.0,5000.475333680897,1,4.0,1,8,1408.33
68065735,80,male,married,graduate,midwest,unemployed,0,1,33915.65936116169,659.4007305479364,7469.743439214122,3,standard,12,23.749334477106373,6.0,4505.636350936987,5,1.0,2,8,1131.76
19693735,70,female,married,high school,northeast,unemployed,0,1,23598.130508392704,619.885936658043,4898.349157061072,7,standard,6,46.77276002871958,8.0,3262.15254002914,2,2.0,0,8,639.74
67015251,63,female,married,bachelors,west,unemployed,1,1,56925.62951321042,660.9361444049911,11467.344749840526,13,standard,12,27.442859359863423,10.0,6751.661126771725,3,2.0,2,8,1362.26
21110671,55,female,married,graduate,west,employed,1,0,43630.9978784194,729.2474044915216,9673.773534257314,7,standard,8,48.852802076815095,5.0,5444.863111604714,2,4.0,2,8,1777.45
98242557,46,male,married,graduate,northeast,unemployed,0,1,19205.435064262936,752.3140527616691,4034.964577442948,14,standard,5,60.04738630091016,7.0,2878.2546101462563,3,3.0,3,8,1868.54
66310386,37,female,married,bachelors,midwest,unemployed,0,1,69224.99464251686,671.6242434311565,14076.077927405611,12,standard,12,37.72472550084323,9.0,8129.148685847893,2,5.0,1,8,1114.88
93887309,45,female,married,bachelors,midwest,student,1,1,24070.944388971377,646.6214053157805,5493.552547667448,17,standard,6,29.556839634938196,5.0,3436.1374566702057,3,2.0,2,8,1635.05
30806997,42,male,married,graduate,south,self-employed,0,1,30055.68287990948,740.6226715195086,7241.021419027183,3,standard,7,39.31895092413119,4.0,4274.70411836435,2,0.0,2,8,1667.8
62495068,43,female,married,graduate,northeast,self-employed,0,1,56504.97559957703,805.3302635555261,18886.368408095583,5,platinum,9,29.09047964178691,7.0,7562.272120288269,0,3.0,1,8,1785.0
22151679,30,female,single,bachelors,south,student,0,1,56177.39475831693,626.7725412800321,11051.886652512148,10,standard,12,22.449308937379985,7.0,6559.545810854384,0,4.0,1,8,1615.81
91160821,18,male,single,bachelors,west,self-employed,0,0,92083.35884799164,714.969353075832,22937.790165438797,13,gold,14,22.85429609814203,8.0,10575.31674697496,4,4.0,1,8,2074.44
25642914,29,female,married,high school,south,self-employed,0,1,24350.70430188076,796.8865728016684,7508.021533050161,18,gold,6,23.196001075077035,4.0,3483.376923740992,1,1.0,1,8,1291.97
49837018,78,male,married,bachelors,midwest,student,0,0,82933.57705388697,668.0728483804529,20263.1756916755,1,standard,15,43.54340151968365,8.0,8705.804420592482,2,2.0,0,8,1247.2
32371952,47,male,married,bachelors,south,unemployed,1,0,42263.4113796425,740.9834797725614,10025.300629962878,8,gold,8,52.66956638969752,5.0,5588.485406772976,0,2.0,0,8,1473.53
61074245,26,female,married,graduate,south,unemployed,1,0,59215.440813090325,666.4206886990813,12599.438109811916,8,standard,8,27.7824629293432,5.0,7422.221804046867,3,4.0,3,8,1858.09
63258756,56,male,married,bachelors,midwest,student,0,0,92054.74136509286,786.4634612236347,24704.49858797506,14,platinum,11,37.55200159404177,15.0,10189.008582575709,2,2.0,0,8,1292.99
46342923,31,male,single,bachelors,midwest,self-employed,0,1,23769.655781905494,679.6383045083219,5300.201615812642,16,standard,6,34.204294363420225,2.0,3665.065774290248,4,4.0,0,8,1701.95
92207026,54,male,married,high school,west,employed,0,1,38580.16140582482,742.6429761533321,8173.749175439328,10,gold,8,38.900115104456894,9.0,4771.838183075948,0,4.0,2,8,1773.89
58741502,38,female,married,bachelors,south,student,0,0,14355.579729784246,705.5193077510697,3418.3340274762027,0,standard,7,27.28771681024144,10.0,2450.1476685089274,2,1.0,2,7,1204.9
87555219,22,male,married,bachelors,northeast,student,1,1,42963.6354214246,654.5489935446813,7900.520460503474,3,standard,15,19.604284283708783,5.0,4981.211696426686,1,7.0,1,8,1978.91
17545023,39,male,married,graduate,northeast,employed,0,0,57555.74996711405,731.0898590403553,14172.351787646656,1,gold,7,52.37206334384968,9.0,6546.842501636154,4,3.0,0,8,880.26
37052318,26,female,single,,northeast,employed,0,0,24708.4427460874,655.8700115520941,5212.553861760673,12,standard,13,13.78666339472331,5.0,3795.857695721558,4,3.0,4,8,1495.65
22469697,53,male,married,high school,west,unemployed,1,1,19342.556411500027,727.5340468121542,4464.990205431418,4,standard,8,15.735145620693562,9.0,2480.915675379317,3,2.0,0,8,1388.92
14720006,71,male,married,graduate,midwest,self-employed,0,1,21572.172602492017,751.5191916289314,5264.093987037289,3,standard,6,20.822228059111925,3.0,3131.690253699588,1,,1,8,1017.21
96271476,24,male,single,high school,midwest,self-employed,0,1,31362.94149302911,596.8586428548529,6755.190104442755,5,standard,12,30.455548613762613,7.0,4048.581873913606,3,4.0,1,8,1104.4
69365294,47,female,married,bachelors,northeast,employed,1,0,30806.204111007963,701.0638205857797,6655.31530732747,14,standard,17,21.20106316243776,6.0,3617.81984606952,2,2.0,1,8,1224.48
70514373,53,female,married,bachelors,west,self-employed,1,1,39786.840822123,729.7797918748138,9517.61051116141,12,standard,10,19.43227919237022,12.0,4518.14574013944,4,3.0,2,8,1479.5
85674582,69,male,married,bachelors,northeast,employed,0,1,146474.37739313795,676.3986994950193,32134.61061011034,8,gold,24,65.0687311115681,12.0,15791.760542930742,6,5.0,1,8,2621.62
31192768,51,male,married,bachelors,west,student,0,1,84079.42819830461,717.6554768958063,22034.09934704452,15,gold,12,20.734363117882737,12.0,9274.524319855174,8,1.0,0,8,1415.2
74358488,27,male,single,high school,west,unemployed,0,1,46790.8497116312,567.2526795058478,9551.419030057958,16,standard,6,10.15419406287348,8.0,5703.600705625887,2,7.0,1,8,1298.17
80944261,69,female,married,bachelors,south,employed,0,0,22655.91984713567,690.6075741208913,5142.727290850888,11,standard,4,107.2065660172745,5.0,3202.5877952492247,0,3.0,1,8,1416.52
22529507,25,male,single,high school,northeast,student,0,1,35897.64620311859,711.3228967702279,8680.28645961351,15,standard,4,128.39175822660852,9.0,5002.174725749518,2,3.0,0,8,1386.2
79156005,18,female,single,bachelors,midwest,unemployed,1,1,49453.37363118469,719.6457140654891,12138.98994660498,5,standard,9,46.39324055661037,9.0,6268.625089574745,1,2.0,0,8,1276.14
72236097,61,male,married,bachelors,west,unemployed,0,0,32540.5651915137,666.5365625776091,8201.24209471673,11,standard,14,9.568433210963532,5.0,4731.615361659284,3,,2,8,1317.1
85626647,41,male,married,graduate,south,student,1,1,126917.99329533771,665.0470124727758,26867.561171677327,5,gold,16,34.74412267765071,9.0,14383.966620908252,7,1.0,1,8,2483.02
27292420,72,male,married,bachelors,midwest,employed,1,1,70839.1565957605,664.4886879576477,15306.348405755289,10,standard,12,31.48665493016593,6.0,7963.895047573699,3,4.0,1,8,2044.84
13770898,45,male,married,high school,west,employed,0,0,63472.1689766067,729.968587808111,14561.084702723743,18,gold,8,44.56275723221914,10.0,7484.892959715648,4,1.0,1,8,1888.78
10091350,66,female,married,high school,northeast,unemployed,0,1,31224.30868666281,758.3984624836617,8806.143877202152,4,gold,13,28.96006422578577,5.0,4342.735664566787,2,4.0,2,8,1390.09
91468671,22,male,single,graduate,midwest,self-employed,0,1,24031.538184467703,613.6113604700231,5011.480285916711,17,standard,4,86.48954511629087,2.0,3488.8798070950834,3,3.0,0,8,1672.56
49772633,57,female,married,bachelors,south,self-employed,1,0,27632.875987485702,755.8787535766186,7367.657408395205,1,gold,9,76.25246234365245,9.0,3393.409846524902,0,4.0,1,8,1701.35
52592503,36,female,married,bachelors,west,unemployed,1,1,118995.42807443388,617.5060540425181,28275.032386440085,0,standard,17,52.800507916480335,10.0,13524.781161482762,2,1.0,4,8,2415.1
67656244,59,female,married,high school,northeast,student,1,0,30135.229231096542,659.2911563345071,7300.960149420733,18,standard,5,19.539065737334205,5.0,4470.611469328534,3,1.0,1,8,1605.04
89139434,57,male,married,bachelors,northeast,student,0,1,58896.848710507016,753.3087846088804,12498.78345670353,10,gold,14,13.06855532761556,4.0,6933.943184050044,1,4.0,1,8,1437.99
85769595,50,female,married,bachelors,northeast,employed,1,1,100245.81485518084,747.9201450861798,23183.18596062935,12,platinum,17,35.65348577906514,13.0,10857.831788189313,3,5.0,2,8,2582.17
32254175,28,female,single,bachelors,northeast,employed,1,1,87563.55933704777,697.3483753835228,24041.484552873608,16,gold,23,22.250310736958617,8.0,10038.953704954736,0,2.0,4,8,2445.2
39294773,54,male,married,bachelors,west,employed,1,1,18135.209091708,730.5912726438222,4416.696234532056,0,standard,6,45.52049973746421,3.0,2847.981575989377,1,2.0,1,8,1188.37
85533569,76,female,married,bachelors,midwest,unemployed,1,0,50147.74015567495,664.5076124099546,12819.904716300263,9,standard,6,22.24236345364746,4.0,5991.649001428527,8,6.0,1,8,1406.68
65051193,42,male,married,high school,south,self-employed,1,1,91347.38038442135,713.0161578089728,23278.581678026625,9,gold,16,44.04291477750827,5.0,10137.092553139137,6,2.0,1,8,1988.74
11639190,24,female,married,graduate,midwest,self-employed,0,1,33906.528252109114,692.378339036842,7602.383268086225,4,standard,7,53.998667430336006,6.0,4379.368483928834,6,0.0,1,8,1573.96
84897088,32,male,single,bachelors,midwest,self-employed,0,1,75587.46491355765,737.5689062595741,18304.99491161336,3,gold,14,65.8771337351657,6.0,8534.526388693477,4,4.0,1,8,1344.68
59757135,69,female,married,,northeast,unemployed,1,0,89576.86990936816,757.1194274888909,23105.094551933675,0,gold,14,55.27822625722593,8.0,10120.39551873862,9,2.0,2,8,2530.14
97348266,36,female,married,bachelors,northeast,student,0,0,21021.605208813657,719.1430065993671,5393.629375208945,11,standard,5,42.29606980078989,6.0,2838.554991546308,2,2.0,0,8,882.93
86153381,60,female,married,high school,northeast,student,1,1,47583.79298431511,659.7377341351597,10972.91196056226,2,standard,10,16.161425131653164,8.0,5665.138547227197,4,4.0,0,8,1409.29
90723008,66,female,married,graduate,west,student,0,1,121023.26646789024,633.2521622288837,22594.786461580858,17,standard,15,23.814029775540952,13.0,13495.729678918462,0,3.0,0,8,1806.5
31381992,53,male,married,,south,student,0,0,131312.71393650357,722.5881925119078,26833.396581520767,11,platinum,20,110.01178041286344,8.0,13864.944543093405,6,6.0,1,8,2958.46
31750329,68,male,married,bachelors,midwest,unemployed,0,0,157630.29368862996,695.7436368275876,30864.09272836522,7,platinum,13,19.886615269522665,9.0,16818.35503465512,5,6.0,2,8,2419.91
58728256,67,male,married,high school,midwest,self-employed,1,0,58186.42100441394,636.4711114583828,12550.256904348624,10,standard,8,31.12944523987682,6.0,6752.243229798994,5,4.0,0,8,1626.21
83719629,49,female,married,bachelors,south,self-employed,1,1,33560.204963454285,638.3039838580008,6039.191177252811,9,standard,8,36.12012660152335,5.0,3733.816069834928,1,5.0,0,8,1394.52
99075210,62,female,married,high school,west,self-employed,1,0,209084.5756704075,686.2557360913411,48285.50895504582,14,platinum,16,27.811892771491777,12.0,22321.850104276826,7,13.0,1,8,3000.29
93606860,70,female,married,high school,west,student,0,1,69029.57503543867,760.5116577927115,15221.33484780681,15,gold,12,115.18883388676618,13.0,7778.214066704319,1,3.0,2,8,2376.34
79996357,47,male,married,graduate,west,unemployed,1,0,77873.66595958857,584.5881216769542,16147.5463803307,19,standard,14,65.78325108814096,7.0,8546.995653911179,5,2.0,1,8,2215.13
18521075,47,male,married,bachelors,west,unemployed,1,0,28985.91079289776,719.701712076435,7033.921954150656,9,standard,12,27.578262259843488,9.0,4245.750639874135,1,4.0,3,8,1929.3
11863162,51,female,married,bachelors,northeast,self-employed,1,1,219118.9936236844,785.1584423773309,59965.45383036429,14,platinum,31,32.58956934460591,15.0,22738.25007237222,7,3.0,2,8,3007.02
66688078,27,female,single,bachelors,midwest,employed,1,0,36970.19994874799,716.4643133251016,9214.84380169224,10,standard,7,37.683352140473495,4.0,4591.113855085196,3,3.0,0,8,1243.11
83022077,63,male,married,bachelors,midwest,unemployed,0,1,54994.53376260783,666.919910790524,10731.144741472986,8,standard,11,31.52048143234545,11.0,6515.402122008321,3,8.0,1,8,1560.62
42445334,34,female,married,bachelors,south,employed,1,1,43820.15186332636,694.3378855865442,9293.382394894124,8,standard,7,50.54294253456895,7.0,5463.094492840033,0,3.0,1,8,1520.65
70314833,73,female,married,bachelors,west,self-employed,1,1,72838.31656321313,716.4578916175794,18655.550200105245,6,gold,13,51.17071667441172,11.0,8067.8836372501,1,5.0,1,8,2301.69
85161087,77,male,married,bachelors,west,student,0,1,67598.92611281815,757.2063460073505,20617.24958026796,0,gold,8,57.46178152995247,8.0,8027.670452533698,3,3.0,2,8,2179.74
70143289,50,male,married,high school,northeast,employed,0,0,26690.25350392299,674.4012243878434,5741.716849841196,4,standard,8,45.53071208586336,6.0,3952.3620014608223,2,5.0,2,8,1529.37
50066391,78,male,married,graduate,west,unemployed,0,0,32232.8497093308,696.4386679405434,7304.951344612986,17,standard,7,47.171137991947646,2.0,3833.80071162372,2,2.0,0,8,978.99
69152756,65,male,married,bachelors,northeast,self-employed,0,1,117298.31050065748,604.9162155746939,27223.851807151532,9,standard,11,34.2580722782004,7.0,13173.799235655571,7,6.0,0,8,1824.39
46432416,72,female,married,bachelors,west,student,0,1,85187.22246768374,688.9764989372345,20278.577508905837,0,gold,11,23.961447015276967,7.0,9664.5128029502,1,4.0,1,8,1341.5
92623343,77,female,married,bachelors,south,employed,0,0,7356.472281647596,711.966097602969,1887.8171424298343,2,standard,5,29.700360231946945,8.0,2030.170000341808,1,4.0,2,8,1507.11
29575874,60,male,married,bachelors,midwest,unemployed,0,0,47375.90838167549,700.3129612685792,10463.931069049691,15,standard,4,37.3530775365919,6.0,5238.820152501924,4,4.0,4,8,1349.93
99555962,44,female,married,graduate,south,unemployed,1,1,102719.09671149791,638.8118839493861,22138.03195005722,4,standard,10,29.186169285949408,11.0,11553.307694788717,8,3.0,0,8,1828.27
53414429,60,female,married,bachelors,midwest,unemployed,1,0,35554.51392922788,612.5008779236465,7001.917022851221,1,standard,11,57.93870550567926,,4761.104866272469,0,5.0,2,8,1846.33
56491387,78,male,married,bachelors,northeast,unemployed,0,0,38802.92018749954,751.4596258858463,10475.793158437456,8,gold,4,19.93570706530019,10.0,5123.540569417484,0,3.0,1,8,1478.77
11983573,74,female,married,bachelors,west,unemployed,0,1,16073.036070379145,731.5553860275656,4272.103034933112,7,standard,6,17.408158290079456,11.0,2723.517153930409,2,0.0,0,8,1023.21
24860477,18,female,single,bachelors,west,self-employed,0,0,32999.99645034384,698.2151713511564,8077.5135623319475,8,standard,9,58.00311987955479,6.0,4322.164979341556,1,1.0,0,8,757.75
48816936,46,male,single,graduate,west,unemployed,1,1,252709.19838984247,672.9823650213067,64777.84542559549,1,platinum,24,37.593402765064255,25.0,26483.43117319796,13,6.0,1,8,2938.54
59539573,64,male,married,bachelors,midwest,employed,1,1,27422.113485457376,763.3852084253406,7112.6427795906575,11,gold,11,15.798329947865518,9.0,3877.4904309979866,3,1.0,1,8,1425.22
30869561,72,female,married,bachelors,midwest,employed,1,0,42981.71747769974,739.7377599389544,9839.051091354995,5,gold,11,19.17219043064139,,5199.504014244141,4,4.0,1,8,1514.15
30775486,53,male,married,bachelors,west,student,0,0,69514.6207193367,644.1525617839158,14711.57957177554,3,standard,12,23.40174289725786,7.0,8143.961295146367,5,0.0,1,8,1256.74
26261413,52,female,married,bachelors,northeast,student,1,0,34746.40079788134,684.7925785446496,7553.652528198376,11,standard,2,33.20169590323104,2.0,4385.332862717304,4,3.0,1,8,1593.67
84365363,19,female,single,bachelors,midwest,self-employed,1,0,61701.401398038,696.6201216679888,15986.3404759103,18,standard,17,39.3576847634004,5.0,7228.199180389715,4,4.0,0,8,1461.27
32978805,63,male,married,bachelors,midwest,student,1,0,39532.03191689169,667.9545849690513,9708.262164705598,12,standard,9,39.99770497904686,5.0,5346.9111447122405,2,2.0,2,8,1393.57
35566133,24,male,single,bachelors,south,self-employed,0,0,40013.83330688427,711.8000052426213,8870.475652877058,16,standard,11,22.45643471788247,3.0,4921.383139501485,3,2.0,1,8,1227.29
19220857,34,male,married,bachelors,midwest,student,0,0,40609.77658770969,762.3213808667026,8592.04205473461,1,gold,10,30.89958157772718,7.0,4566.86117457918,2,3.0,0,8,1386.77
26849810,40,female,single,bachelors,south,employed,1,1,16145.528628627762,815.5790946647971,4589.430959834429,15,gold,6,42.02876856079221,4.0,2825.9896123136155,3,3.0,1,8,1526.36
13525655,74,male,married,graduate,northeast,unemployed,0,0,27877.762500550227,663.022787314106,5455.238185471388,5,standard,6,37.09306615078837,4.0,3603.1473029628746,2,2.0,1,8,1162.78
57350931,68,female,married,graduate,south,unemployed,1,1,17906.91445265105,714.2877751849578,4137.682581052924,18,standard,5,31.814453410485907,6.0,2866.602333055004,3,1.0,0,8,1445.44
42239018,23,male,single,bachelors,midwest,employed,0,0,41285.72930418128,746.1139059900321,11239.506901964309,6,gold,9,16.61135331520774,6.0,5064.826530406965,0,5.0,0,8,1072.78
36496965,80,male,married,bachelors,west,student,0,0,37925.98308514861,718.998091761151,9365.8914572313,16,standard,9,47.92391794168768,6.0,4927.253735319396,3,4.0,1,8,1543.65
16983650,45,female,married,high school,west,self-employed,0,0,106640.34649059722,753.6868187300068,26134.83191183962,5,platinum,23,32.56258428009902,,11924.34533660728,2,2.0,1,8,2094.5
42152264,19,female,single,graduate,west,unemployed,0,0,69318.24600162586,700.5864518496251,12786.508673073837,5,standard,12,16.286914959465523,11.0,8020.564294079341,2,2.0,1,8,1060.14
33752883,36,male,married,high school,south,employed,0,0,127600.00451853276,579.5024962079854,27047.30612373996,10,standard,23,73.99141694040934,9.0,13730.527964820423,3,8.0,0,8,2607.92
99886549,44,male,married,bachelors,midwest,unemployed,0,1,51548.824796236615,717.0837718157984,12418.01934597038,7,standard,10,61.03873398320449,9.0,5746.945241423944,1,0.0,0,8,1471.56
84311815,48,female,married,high school,south,self-employed,0,0,132025.87281057774,673.0437770482499,27343.55876414345,3,gold,19,24.227755287263932,11.0,14039.795609781648,1,1.0,2,8,1993.71
22998353,78,female,married,graduate,south,employed,1,1,84883.93842262658,725.6011834320153,17528.331590465466,8,gold,17,14.283895898307598,,9815.081615244317,7,2.0,1,8,1813.22
79574988,42,female,married,bachelors,west,unemployed,0,1,32836.89143465089,771.460912034109,9149.784510642046,18,gold,7,52.24625562046048,8.0,4607.287348174778,3,2.0,2,8,2533.35
27417503,60,male,married,high school,midwest,self-employed,1,0,18342.49061392841,632.0568805285976,3981.3286037660296,10,standard,6,47.63979735385391,4.0,2741.9617371570484,2,4.0,3,8,1971.74
99580475,50,male,married,bachelors,midwest,unemployed,1,0,21529.74789970706,700.2655572610132,4967.899716691916,6,standard,9,29.387522291524903,10.0,2875.2634872506987,5,0.0,0,8,1141.21
13720778,50,female,married,graduate,west,student,0,1,40206.15478734145,779.5670562577312,10094.88571249964,0,gold,10,23.77579469167774,7.0,4656.14027290837,1,5.0,1,8,1491.53
79881251,77,male,married,graduate,south,self-employed,0,0,20941.990507202645,698.8271613427324,5647.2535020315945,0,standard,10,14.12115034646889,6.0,2779.1970879416585,0,2.0,0,8,1016.37
94700268,32,female,married,bachelors,south,unemployed,1,1,81947.54914311055,708.1046069980193,17787.264438424136,0,gold,13,25.77657123107986,14.0,8950.402826010473,3,4.0,0,8,667.84
31669465,58,male,married,bachelors,northeast,student,0,0,101910.89084771056,703.2437795404452,24103.86318672712,10,gold,13,24.745348163330565,6.0,11671.15925040141,4,3.0,1,8,1431.52
25790026,34,female,single,bachelors,northeast,self-employed,0,0,18138.20348545205,732.2654440327386,4843.315869597042,7,standard,4,69.50046487357298,5.0,3133.3235494262576,2,2.0,2,8,1402.38
94863605,28,male,single,bachelors,northeast,unemployed,1,1,18209.92016241349,648.1349599055269,3517.849647832754,19,standard,7,105.93407275487186,6.0,2952.673454423865,2,3.0,0,8,1415.41
29704216,19,male,single,bachelors,northeast,employed,1,1,34328.856627539724,768.5280700616202,9721.032329586922,16,gold,6,38.23735824995212,5.0,4677.369680780114,1,1.0,2,8,1653.34
37005729,70,male,married,graduate,northeast,student,0,0,92807.17194834162,720.2467467778529,21958.50498136828,11,gold,10,21.68189589568312,10.0,10590.057006991436,4,2.0,1,8,1609.28
93775009,35,male,single,bachelors,midwest,self-employed,0,1,120624.3899771955,709.7906396972743,27243.94670016894,10,gold,18,20.290606942181736,9.0,13032.775577638802,9,2.0,0,8,2094.16
41862031,49,female,married,bachelors,south,unemployed,0,1,35042.446149588235,644.8591311822138,7905.389193104756,12,standard,4,40.71814803693262,11.0,4485.518906480325,1,1.0,2,8,1629.13
83973547,54,male,married,bachelors,west,employed,0,0,45736.36255252183,673.6168002000172,10084.23968000041,10,standard,12,53.05452894453455,10.0,5693.428172117434,5,2.0,0,8,1855.04
77608525,22,male,single,bachelors,northeast,employed,1,0,155863.29332560525,726.1388442008106,35887.039364398865,13,platinum,16,22.243722982910803,,16715.362058267317,2,5.0,0,8,1774.27
15475321,45,female,married,high school,west,employed,1,1,23966.866646000624,704.9029246296292,5356.124590879803,8,standard,5,25.271599062255564,8.0,3688.5691234657024,0,2.0,1,8,1211.92
48181155,50,female,married,bachelors,midwest,student,1,0,56430.8611613379,708.6747826406058,13451.002782484797,0,standard,13,96.8747451796671,7.0,6469.750038748593,2,5.0,0,8,1692.46
73509778,70,male,married,bachelors,midwest,unemployed,1,1,189078.11409626112,715.4426990581643,43732.449045910245,8,platinum,18,91.01388593715876,11.0,20064.0390259717,4,7.0,2,8,2886.03
85560545,38,male,married,high school,west,employed,0,1,88829.99034260807,720.3976134033603,21463.44795917453,10,gold,13,49.17769802925893,5.0,9921.451773817713,5,5.0,3,8,2058.22
73203993,76,male,married,graduate,west,unemployed,0,1,12019.056265209389,694.6502975765486,2701.1403231603726,10,standard,3,33.9317932694341,2.0,1857.0415089129729,3,1.0,2,8,1910.3
43378583,36,male,married,bachelors,midwest,employed,1,1,34108.16343481433,679.0421660023594,7535.058118593598,18,standard,6,45.49460541342883,7.0,4592.410883100411,2,2.0,3,8,1837.32
94018128,76,female,married,high school,south,student,1,0,32716.96205275148,598.1443954500428,5852.772125974381,2,standard,14,15.875579882901263,10.0,4067.243968337592,0,3.0,0,8,1118.58
77886148,57,female,married,bachelors,west,self-employed,0,1,18557.95509496396,629.274701943843,3324.931105187354,18,standard,9,23.12551590249497,7.0,2932.3403381889434,2,5.0,1,8,1846.89
73758002,58,male,married,bachelors,west,self-employed,1,1,55614.60874609544,757.0057338132349,14705.770984614282,12,gold,10,34.622812902928004,6.0,6672.684220750702,4,3.0,0,8,1954.85
71273115,30,male,married,graduate,northeast,student,1,1,54784.55505080786,581.6855466415632,12415.90961918736,15,standard,10,12.226286291592304,14.0,6408.713902356454,2,4.0,1,8,1240.76
79077244,20,female,married,bachelors,northeast,self-employed,1,1,57460.28619465103,776.9112821873963,15769.968293918457,9,gold,14,19.41799675507125,12.0,7152.218099780922,2,3.0,1,8,1319.52
42286054,77,male,married,high school,west,unemployed,0,0,19477.78084487372,705.6225036289425,5062.353330906647,12,standard,9,28.603808759144066,5.0,2549.3337653757626,3,6.0,0,8,1408.5
16551587,53,female,married,high school,west,student,1,1,83147.13196944004,643.2969991383189,17304.561458815642,7,standard,19,46.8484874357757,12.0,9543.914883964007,4,7.0,1,8,2177.02
91054054,44,female,married,bachelors,south,employed,0,1,26853.351486837902,789.7972615423898,8075.245304520198,16,gold,8,50.24133654260895,6.0,3978.334655150053,1,4.0,1,8,1642.43
40352230,19,female,single,bachelors,midwest,employed,0,1,31472.03988214016,690.883353117563,6978.209919378885,13,standard,6,39.03256329853508,3.0,3693.563614493374,3,3.0,1,8,767.99
44691517,42,male,married,bachelors,west,student,1,0,28749.739593447262,721.064019899229,8096.327563401994,10,standard,14,45.69826622834822,10.0,3525.3223644010204,4,3.0,1,8,1252.95
