bedrooms,bathrooms,area,lot_size,floors,age,garage,fireplace,renovated,neighborhood,distance_city,price,price_hilo
2,2.5,1451,2451.0,2,19,1,0,0,0,18.68,365754.0,0
3,3.5,2471,2451.0,2,33,1,1,0,0,19.71,594358.0,0
5,5.0,3062,1835.0,2,2,1,1,1,1,2.47,899353.0,1
2,2.5,1221,4658.0,1,3,1,1,1,1,6.18,505438.0,0
6,5.0,4093,6669.0,2,71,0,0,0,1,5.27,1183863.0,1
4,4.5,3927,3217.0,2,93,1,0,0,1,3.54,1152568.0,1
3,3.0,2944,5792.0,1,103,0,1,0,1,3.21,872887.0,1
4,4.5,3704,1868.0,2,100,1,0,0,1,3.7,985185.0,1
4,4.0,2936,3978.0,1,106,1,1,0,0,28.19,787217.0,0
2,2.0,799,5136.0,1,45,1,1,0,1,8.66,290401.0,0
2,2.0,1963,4561.0,2,73,1,1,0,1,5.55,585212.0,0
3,3.0,2098,1767.0,2,46,1,1,0,1,7.01,717169.0,0
3,3.5,2413,2444.0,1,7,1,0,1,1,3.72,801301.0,1
4,4.0,3377,3724.0,2,56,1,0,0,1,6.77,1013100.0,1
3,4.0,2715,2938.0,2,3,0,1,1,0,20.67,592409.0,0
3,4.0,2190,4626.0,1,27,0,0,0,1,5.7,749399.0,0
6,5.0,4051,1509.0,1,59,1,1,0,0,5.42,1081043.0,1
3,3.0,1738,3615.0,2,35,1,1,0,0,21.17,393977.0,0
5,5.0,4041,1597.0,2,3,0,1,1,1,3.37,1152198.0,1
4,4.0,2565,5568.0,1,65,1,0,0,1,1.6,853931.0,1
4,4.5,3258,2177.0,3,61,1,0,0,1,0.5,966638.0,1
3,3.5,2327,7148.0,1,22,1,1,0,0,17.33,639118.0,0
3,3.0,2390,2891.0,1,18,1,1,0,0,26.03,546463.0,0
3,4.0,2384,1677.0,1,31,1,1,0,1,3.97,721766.0,0
4,4.0,4287,1716.0,1,45,0,1,0,1,3.12,1198122.0,1
4,4.0,3142,2626.0,2,93,1,1,0,1,9.42,926247.0,1
6,5.0,4227,2060.0,1,88,1,1,0,1,2.29,1147658.0,1
4,4.0,2587,12016.0,2,72,1,1,0,1,9.54,806418.0,1
2,2.5,1733,7340.0,1,6,1,1,1,1,3.7,707505.0,0
4,4.0,3382,2315.0,2,9,1,1,1,1,2.6,965593.0,1
4,4.5,2448,2969.0,1,2,1,1,1,1,8.09,788811.0,0
5,5.0,3632,1871.0,2,50,0,0,0,1,7.25,950624.0,1
2,2.5,1997,3641.0,2,44,1,0,0,1,8.5,663367.0,0
6,5.0,4564,2547.0,2,66,0,1,0,1,6.84,1235722.0,1
5,5.0,3924,1778.0,1,49,0,1,1,1,3.65,1126070.0,1
3,4.0,2589,5863.0,2,5,1,0,1,1,7.21,805857.0,1
2,2.5,2359,9269.0,2,61,1,1,0,1,13.41,650536.0,0
5,5.0,3654,2291.0,1,53,1,0,0,1,7.31,945121.0,1
2,2.0,2083,6429.0,2,93,1,1,1,1,6.61,640563.0,0
3,4.0,1989,1787.0,1,64,1,0,0,1,11.61,662087.0,0
1,1.5,932,4870.0,2,112,1,1,0,0,19.4,400184.0,0
4,4.0,2232,3293.0,1,60,1,0,0,0,24.17,508763.0,0
5,5.0,3087,4722.0,1,11,1,0,0,1,10.87,978338.0,1
4,4.5,3311,4202.0,2,5,1,1,1,0,18.91,878067.0,1
2,2.0,1316,5554.0,1,57,1,0,0,1,5.4,541051.0,0
3,3.0,2126,2917.0,1,58,1,1,0,1,6.42,616432.0,0
5,5.0,3976,11073.0,1,26,1,0,0,1,5.76,1082938.0,1
3,4.0,1881,6104.0,1,84,1,1,0,1,11.57,612331.0,0
5,5.0,3783,1903.0,2,6,1,1,1,1,11.59,1061708.0,1
4,4.0,2754,8080.0,1,76,1,0,0,0,12.95,804016.0,1
2,2.0,2116,7450.0,2,17,1,0,0,1,3.18,641366.0,0
3,3.0,2033,4985.0,2,2,1,1,1,0,26.46,505998.0,0
2,2.5,1633,1555.0,1,25,1,0,0,1,3.2,521057.0,0
5,5.0,4092,4757.0,2,71,1,0,0,1,2.84,1166119.0,1
4,4.0,2832,1920.0,1,52,0,1,0,0,15.68,705089.0,0
3,4.0,2495,2858.0,2,14,1,0,0,1,4.2,763211.0,0
2,2.0,2272,2880.0,2,5,1,1,1,1,12.17,687113.0,0
4,4.0,3357,5516.0,2,23,1,1,1,0,13.64,927562.0,1
5,5.0,3955,4883.0,1,27,1,0,0,0,25.4,918137.0,1
2,2.0,1074,4655.0,3,120,1,0,0,1,6.09,408958.0,0
3,3.0,2133,12002.0,1,117,1,0,0,0,20.57,579867.0,0
4,4.5,3118,2887.0,2,53,0,1,0,1,8.34,896658.0,1
1,1.0,600,3256.0,2,108,1,0,0,0,16.1,250000.0,0
3,3.0,2064,1878.0,1,3,1,0,1,1,7.09,601563.0,0
4,5.0,2372,2941.0,2,15,1,1,0,1,3.49,800167.0,1
3,3.0,2937,1656.0,2,73,1,0,0,0,8.97,730272.0,0
4,4.5,3374,8605.0,1,36,1,0,0,1,3.94,905112.0,1
3,4.0,2546,1587.0,2,71,1,1,0,1,5.56,732589.0,0
3,3.0,2409,4598.0,1,46,1,0,0,1,9.63,738628.0,0
6,5.0,4449,3820.0,2,60,1,0,0,1,4.87,1183734.0,1
3,3.5,2447,4616.0,2,29,1,0,1,1,3.5,883358.0,1
4,5.0,2960,1829.0,2,88,1,0,0,0,6.41,865898.0,1
5,5.0,3239,1524.0,1,113,0,0,0,1,3.67,864821.0,1
3,4.0,3394,4534.0,1,60,1,1,0,1,3.35,977018.0,1
6,5.0,4419,2663.0,1,34,1,0,0,1,6.18,1174511.0,1
4,4.0,3185,1821.0,2,36,0,0,0,1,10.03,887870.0,1
2,2.5,2105,1885.0,2,13,1,0,0,1,6.43,603234.0,0
4,4.0,2767,2068.0,2,35,1,1,0,0,18.6,722174.0,0
4,4.5,2511,3193.0,1,40,0,0,0,1,16.25,703481.0,0
2,3.0,1970,4803.0,2,43,0,1,0,1,4.05,632427.0,0
5,5.0,3905,5686.0,2,33,1,0,0,1,1.56,1228904.0,1
3,3.5,3204,2821.0,1,5,1,1,1,1,3.26,881511.0,1
3,4.0,2329,10619.0,1,2,0,1,1,1,5.29,820762.0,1
4,4.5,3699,2256.0,3,27,1,0,0,1,6.2,1057052.0,1
3,3.0,2603,4119.0,2,42,0,0,0,1,16.15,669061.0,0
5,5.0,3582,3584.0,1,67,1,1,1,0,12.73,1022416.0,1
4,4.0,2447,12015.0,1,20,1,0,0,0,18.87,802906.0,1
4,4.5,3472,1686.0,2,7,1,0,1,1,4.7,1017340.0,1
4,4.0,2571,2112.0,1,9,1,0,1,0,23.62,717155.0,0
6,5.0,4192,2043.0,1,27,1,0,0,1,2.61,1214126.0,1
3,3.5,1997,1843.0,1,10,1,1,1,1,2.5,762835.0,0
4,4.0,3722,3456.0,2,89,1,1,0,0,10.26,965361.0,1
3,3.0,2304,2482.0,1,20,0,0,1,1,1.95,760536.0,0
3,3.5,2498,3094.0,1,6,1,1,1,0,14.14,764876.0,0
3,3.0,2689,1541.0,2,42,1,0,0,0,12.97,724483.0,0
1,2.0,710,1552.0,2,100,1,0,0,1,2.74,321112.0,0
4,4.0,2507,5010.0,2,55,1,0,0,0,16.69,721275.0,0
4,4.0,2946,9311.0,1,104,1,0,0,0,15.37,847395.0,1
3,3.5,2056,6015.0,2,85,1,0,0,1,8.41,717302.0,0
5,5.0,3747,1872.0,1,49,0,1,0,0,27.09,903090.0,1
3,3.5,2403,3300.0,1,100,1,1,0,0,11.97,668994.0,0
4,4.0,2926,1875.0,3,13,1,1,0,1,11.1,838899.0,1
3,4.0,2805,5163.0,1,29,0,0,0,0,17.16,684799.0,0
3,3.0,2173,2783.0,1,14,0,1,0,0,16.0,540836.0,0
3,4.0,2553,1660.0,1,35,1,1,0,0,12.75,632479.0,0
3,3.0,1973,2650.0,1,31,1,0,0,0,9.79,558753.0,0
6,5.0,3167,5599.0,1,85,1,1,0,1,6.07,1049385.0,1
4,4.5,2794,3570.0,2,74,1,0,0,0,21.4,726859.0,0
3,3.5,2932,4564.0,1,38,1,1,0,0,11.89,682842.0,0
4,4.0,2466,2765.0,1,18,1,0,0,1,9.25,768073.0,0
4,5.0,3477,10472.0,1,90,0,0,1,0,3.82,1015168.0,1
4,5.0,3529,2168.0,2,49,1,1,0,0,8.09,956478.0,1
3,3.5,2532,3405.0,2,26,1,0,0,1,8.6,672038.0,0
4,4.0,3033,6938.0,2,29,0,1,0,1,7.86,872393.0,1
3,3.5,2031,4240.0,1,28,1,0,1,1,2.6,701467.0,0
4,4.5,3454,6404.0,1,23,0,1,1,1,3.71,1052738.0,1
3,3.0,2257,1557.0,1,93,1,0,0,0,15.17,582464.0,0
5,5.0,3485,2563.0,2,46,1,1,0,0,15.34,871687.0,1
3,4.0,2360,4991.0,1,115,1,0,0,1,4.82,704438.0,0
3,3.0,1743,5100.0,2,120,0,1,0,0,11.38,495242.0,0
4,4.5,2935,5888.0,1,60,1,1,0,0,17.02,763712.0,0
3,3.5,2786,2241.0,1,43,1,1,0,1,9.02,879549.0,1
3,4.0,2711,3029.0,1,100,1,1,0,1,6.26,844897.0,1
4,4.5,3318,1966.0,1,10,1,0,1,0,19.71,823129.0,1
4,4.0,3135,5955.0,1,9,1,0,1,1,4.43,1024939.0,1
4,4.0,3197,2000.0,1,13,1,1,0,1,7.45,902761.0,1
3,3.0,1684,3392.0,1,67,1,1,0,1,11.52,563009.0,0
4,4.0,2350,5724.0,1,60,1,0,0,1,5.48,850537.0,1
4,4.0,2743,4048.0,1,35,1,0,0,1,10.18,872010.0,1
5,5.0,3569,4401.0,2,77,1,0,0,1,4.6,1114501.0,1
3,3.5,2602,2242.0,2,104,1,0,0,1,1.83,714642.0,0
4,4.0,3277,2880.0,1,27,0,0,0,1,6.59,909109.0,1
3,4.0,2785,1515.0,1,110,1,0,0,1,3.91,819389.0,1
4,5.0,3533,1513.0,2,22,1,0,0,0,10.78,819824.0,1
3,3.5,2406,3093.0,2,38,1,0,0,1,7.07,838515.0,1
5,5.0,3810,2711.0,1,11,1,1,0,1,6.35,1132029.0,1
6,5.0,4113,3743.0,2,6,1,1,1,1,7.02,1050704.0,1
4,4.5,3417,4200.0,2,78,0,0,1,0,24.4,859707.0,1
5,5.0,4001,5311.0,1,13,0,1,0,0,20.89,1062229.0,1
5,5.0,3581,2669.0,1,33,1,1,0,1,11.89,963031.0,1
2,3.0,1620,7664.0,1,109,0,1,0,0,16.64,517935.0,0
3,3.5,2178,8933.0,2,110,1,0,0,0,7.43,706923.0,0
3,3.5,2727,3523.0,3,71,1,0,0,1,4.15,897068.0,1
5,5.0,4274,3924.0,1,6,1,0,1,1,1.98,1249875.0,1
3,3.0,2923,10146.0,1,6,0,0,1,1,8.89,858120.0,1
1,1.5,1012,2898.0,2,116,1,0,0,1,4.36,368489.0,0
3,3.5,2566,4601.0,1,35,1,0,0,1,12.41,701015.0,0
4,4.0,3108,9781.0,2,78,0,1,0,1,3.78,952244.0,1
3,3.0,1873,1711.0,1,47,1,0,0,1,12.08,555275.0,0
4,4.5,3216,5185.0,1,88,1,0,0,1,11.75,999766.0,1
4,4.0,2781,5744.0,1,53,1,1,0,0,6.46,795352.0,1
2,2.0,2073,7733.0,1,63,1,0,0,1,4.79,655384.0,0
2,2.5,1891,1617.0,1,4,1,0,1,0,18.08,538641.0,0
5,5.0,3378,1676.0,2,20,1,1,0,0,18.9,855877.0,1
2,2.5,1693,8717.0,2,37,1,1,0,0,12.7,556593.0,0
5,5.0,3747,2243.0,2,36,1,0,0,1,1.3,1126142.0,1
6,5.0,4520,3195.0,1,8,1,0,1,1,10.26,1315085.0,1
3,4.0,2244,4659.0,1,29,1,1,0,1,8.66,742705.0,0
3,3.0,2718,4289.0,1,51,1,0,0,1,7.58,757723.0,0
3,3.0,1740,4087.0,1,18,1,0,0,1,3.1,599072.0,0
3,3.0,1740,12829.0,1,50,0,1,0,1,4.54,678485.0,0
4,4.0,3372,3894.0,1,23,0,1,0,1,5.5,910953.0,1
3,3.0,1788,2802.0,1,70,0,0,0,1,9.42,651673.0,0
3,3.5,2665,2697.0,1,60,0,0,0,0,23.47,673856.0,0
3,4.0,2950,5093.0,2,37,1,1,0,0,18.63,779717.0,0
5,5.0,3642,4957.0,1,82,1,0,0,1,4.85,1049711.0,1
4,5.0,3333,3144.0,2,87,1,0,0,1,7.18,1016789.0,1
5,5.0,3746,1948.0,2,51,0,0,0,1,4.12,1058112.0,1
2,2.5,1806,2300.0,1,6,0,1,1,1,2.01,616139.0,0
3,4.0,2527,2580.0,2,68,1,0,0,1,9.34,686639.0,0
3,3.0,2502,6513.0,1,58,0,1,0,0,18.5,685975.0,0
3,3.0,1662,4095.0,1,6,1,0,1,1,1.94,577299.0,0
1,1.0,769,5820.0,1,18,1,0,0,0,15.42,250547.0,0
3,3.5,1766,4462.0,1,48,1,1,0,0,16.32,552694.0,0
3,3.0,2175,3498.0,2,10,1,1,1,1,10.82,713130.0,0
4,4.0,2684,4036.0,1,65,1,1,0,1,8.83,847845.0,1
4,4.0,2234,3502.0,2,89,0,0,1,1,2.81,818949.0,1
5,5.0,3847,3692.0,1,59,0,0,1,1,2.84,1082055.0,1
4,4.5,3236,8357.0,1,15,1,0,0,1,8.82,1002437.0,1
3,3.0,1774,8001.0,3,111,1,1,0,0,17.58,500056.0,0
3,4.0,2145,15152.0,1,28,0,1,0,1,4.92,861157.0,1
5,5.0,2674,2655.0,2,24,1,1,0,0,8.67,707482.0,0
4,4.0,2808,1899.0,1,40,1,0,0,1,4.62,876407.0,1
5,5.0,3892,3835.0,1,6,1,1,1,1,6.72,1183397.0,1
5,5.0,3367,2201.0,2,5,1,0,1,1,6.79,1030213.0,1
4,4.5,3177,1543.0,2,70,1,1,0,1,1.75,993506.0,1
2,2.5,1356,3860.0,2,31,1,0,0,0,21.86,383827.0,0
4,4.5,3869,10343.0,3,16,1,1,0,0,15.86,962940.0,1
4,4.5,3042,11599.0,2,55,0,0,0,1,7.48,968593.0,1
3,3.0,2416,2107.0,1,76,1,0,0,1,5.33,704392.0,0
3,4.0,2115,4703.0,2,93,0,1,0,1,3.96,625543.0,0
3,3.0,2160,2154.0,2,90,1,1,0,1,12.05,575338.0,0
5,5.0,4130,2312.0,1,16,0,1,0,1,4.23,988223.0,1
3,3.0,2178,7012.0,2,62,1,1,0,0,13.08,660612.0,0
2,2.0,2143,1869.0,1,108,1,0,0,0,12.7,569986.0,0
5,5.0,3567,2445.0,1,3,0,1,1,1,5.03,1066326.0,1
5,5.0,3938,2154.0,3,19,1,1,0,1,3.56,1080102.0,1
4,4.0,2398,1988.0,2,90,1,1,0,1,2.02,769978.0,0
4,4.0,2769,2458.0,1,33,0,1,0,1,6.29,819753.0,1
2,3.0,1974,6137.0,2,43,1,1,0,0,15.47,475593.0,0
4,5.0,3668,5742.0,1,67,1,1,0,1,4.05,1055142.0,1
3,4.0,2483,1541.0,2,29,1,0,0,0,20.88,557965.0,0
6,5.0,3821,2217.0,1,61,1,0,0,1,6.46,1013173.0,1
3,3.0,2189,4867.0,1,34,1,0,0,1,10.68,720202.0,0
2,2.0,1552,10972.0,1,22,0,0,0,1,7.17,652499.0,0
3,3.0,2307,4478.0,1,15,1,0,1,0,20.09,660352.0,0
3,3.0,2610,5040.0,2,16,1,0,0,1,2.67,849157.0,1
2,2.0,1816,3711.0,2,59,1,1,0,0,14.29,566702.0,0
4,4.0,3566,2663.0,1,90,1,0,0,0,9.03,892189.0,1
3,3.5,2840,3410.0,2,42,1,1,0,1,2.86,789206.0,0
3,3.0,1624,5976.0,2,15,1,1,0,1,3.76,532330.0,0
3,3.0,2020,4093.0,2,37,1,0,0,1,10.11,638025.0,0
3,3.0,2564,6385.0,3,45,1,0,0,0,17.44,612118.0,0
5,5.0,4016,3836.0,1,101,1,1,0,1,1.62,1205710.0,1
5,5.0,3553,1672.0,1,5,1,1,1,1,3.56,959350.0,1
4,4.5,3177,3444.0,1,10,1,0,1,0,14.92,829934.0,1
5,5.0,3747,2558.0,1,45,1,1,0,1,11.18,1029314.0,1
5,5.0,4047,5238.0,2,54,1,1,0,0,8.22,1099037.0,1
4,4.0,3649,5837.0,2,71,1,0,0,1,9.94,1033688.0,1
3,3.0,1916,2401.0,2,41,1,0,0,1,2.54,536269.0,0
5,5.0,3483,4002.0,1,103,0,0,0,0,19.98,836238.0,1
4,4.5,3541,1539.0,2,31,1,1,0,1,10.2,957457.0,1
2,2.0,1505,3183.0,2,10,0,1,1,1,11.4,559780.0,0
2,2.5,1352,2642.0,1,22,1,0,0,1,3.27,580192.0,0
5,5.0,4391,6449.0,1,24,1,0,0,0,11.94,1092891.0,1
3,3.0,2026,2558.0,1,45,0,1,0,1,12.5,648520.0,0
5,5.0,4462,3791.0,2,18,1,0,0,1,7.52,1144039.0,1
5,5.0,3722,2722.0,1,61,1,1,1,1,4.3,991258.0,1
3,3.0,2926,3566.0,2,51,1,0,1,1,7.12,904928.0,1
2,2.5,1727,3245.0,2,122,1,0,0,0,12.76,534413.0,0
4,4.5,2854,11051.0,2,117,1,0,0,0,23.35,721313.0,0
5,5.0,3353,3501.0,1,95,0,0,0,0,20.23,869165.0,1
4,4.5,2846,2795.0,1,25,1,0,0,1,10.54,774821.0,0
5,5.0,3517,3388.0,2,37,1,1,0,0,27.88,912682.0,1
3,4.0,1547,2691.0,2,19,1,0,0,1,7.62,509030.0,0
3,3.0,2016,2078.0,2,23,0,1,0,1,3.03,659416.0,0
3,3.0,1860,4219.0,2,20,1,0,0,1,11.06,664799.0,0
4,4.5,2800,5123.0,3,5,0,0,1,0,9.13,751553.0,0
3,3.5,2639,2398.0,2,39,1,0,1,1,9.21,680085.0,0
4,4.5,2824,4138.0,1,34,1,1,1,1,8.09,895243.0,1
4,4.0,2956,1957.0,1,106,1,0,0,0,15.02,775779.0,0
4,4.5,3165,2195.0,1,39,1,0,0,0,16.13,857009.0,1
2,2.0,1687,1564.0,1,69,1,0,0,1,2.89,636073.0,0
3,3.0,2674,4810.0,1,27,1,1,0,0,22.13,675306.0,0
5,5.0,3649,1547.0,2,58,1,0,0,1,3.82,1064923.0,1
2,2.5,1572,1839.0,1,73,1,0,0,1,6.9,554641.0,0
4,4.0,3177,6324.0,2,20,1,0,0,1,7.68,919274.0,1
3,3.5,2717,1908.0,1,73,0,0,0,1,6.5,806878.0,1
3,3.0,2940,1945.0,1,24,1,0,0,0,17.79,791742.0,1
3,3.5,2480,1636.0,1,38,1,1,0,1,8.01,768421.0,0
5,5.0,2778,2219.0,2,28,1,0,0,1,9.97,794543.0,1
3,3.0,2811,3397.0,1,37,1,0,0,0,7.71,745778.0,0
3,4.0,2082,2122.0,1,110,1,0,1,1,7.39,761479.0,0
5,5.0,4529,6623.0,2,5,1,0,1,1,3.51,1194914.0,1
3,3.0,1866,1536.0,1,110,1,1,0,0,12.34,579212.0,0
3,4.0,2562,2780.0,2,77,0,1,0,1,5.36,705529.0,0
3,3.0,2084,1608.0,2,78,1,1,0,1,9.07,631149.0,0
3,3.0,2702,1591.0,1,20,0,1,0,0,7.86,718081.0,0
5,5.0,4097,11018.0,1,44,1,1,0,1,12.93,1148122.0,1
4,5.0,2559,8113.0,1,47,1,0,0,1,2.36,848305.0,1
4,4.5,3184,7892.0,3,75,1,0,0,1,12.29,943604.0,1
3,4.0,2553,1849.0,1,27,0,1,0,1,4.21,763281.0,0
4,4.0,3192,1992.0,2,45,1,0,0,0,12.68,764986.0,0
4,4.0,3116,1537.0,2,17,1,0,0,0,23.44,671711.0,0
1,1.0,1192,2696.0,2,2,1,1,1,1,3.8,478601.0,0
2,3.0,2266,8187.0,2,82,1,1,0,0,12.95,688166.0,0
4,5.0,2932,5913.0,2,40,1,1,0,1,13.08,855938.0,1
5,5.0,3120,4097.0,2,67,1,1,1,1,10.98,919209.0,1
6,5.0,4921,11274.0,2,35,1,0,1,1,10.35,1344074.0,1
4,4.0,2813,2983.0,2,86,1,1,0,1,6.03,909404.0,1
3,3.0,2080,5609.0,2,36,1,0,0,0,15.77,605778.0,0
4,4.0,2588,5030.0,2,25,0,0,0,1,10.42,752431.0,0
4,4.5,2996,2579.0,1,34,1,0,0,1,13.12,807630.0,1
4,4.0,2704,10167.0,1,16,1,1,0,1,6.44,918790.0,1
3,4.0,2966,5205.0,2,85,1,0,0,1,3.04,885508.0,1
4,4.5,2702,4577.0,1,57,1,1,0,1,1.63,972144.0,1
3,3.0,1898,5367.0,1,50,1,1,0,0,23.52,433552.0,0
3,3.0,1288,4817.0,1,18,1,1,0,1,8.39,549061.0,0
6,5.0,4217,1628.0,1,93,1,0,0,0,19.07,1042072.0,1
3,3.0,2224,4043.0,3,17,0,0,0,1,8.85,622896.0,0
3,3.5,2315,5259.0,1,15,1,0,1,1,11.22,676345.0,0
3,3.5,1909,3908.0,1,70,1,1,0,1,9.38,745729.0,0
4,4.0,3206,2009.0,1,31,1,1,0,1,5.77,948633.0,1
4,4.0,2668,3100.0,2,4,1,1,1,0,12.47,820976.0,1
3,3.0,2215,1963.0,1,96,1,0,0,1,6.47,669274.0,0
4,4.0,1882,1589.0,1,116,1,1,0,0,22.4,482925.0,0
1,2.0,972,3137.0,2,101,1,1,0,1,10.68,415862.0,0
5,5.0,3722,3594.0,2,73,0,1,0,1,3.89,1097067.0,1
3,3.0,2232,2931.0,2,54,1,0,0,0,8.86,651237.0,0
6,5.0,4299,2527.0,2,119,1,0,0,1,5.24,1104621.0,1
4,5.0,2750,7679.0,1,22,1,1,1,0,8.85,904471.0,1
3,3.5,2463,2879.0,2,19,1,0,1,1,10.33,724566.0,0
3,3.0,2721,1743.0,2,102,1,1,0,0,9.43,788602.0,0
4,5.0,3699,2646.0,2,49,0,0,0,1,3.84,1025039.0,1
4,4.0,2825,4038.0,3,52,1,0,0,1,11.79,896999.0,1
2,2.5,1430,2606.0,2,3,1,0,1,1,10.29,518387.0,0
5,5.0,3967,2437.0,1,65,1,0,0,1,3.56,1016907.0,1
2,3.0,1620,4569.0,2,93,0,1,1,0,10.64,544115.0,0
3,3.5,2728,5102.0,1,69,0,0,0,1,1.05,898552.0,1
4,4.0,3168,4903.0,2,107,0,0,0,1,2.16,900980.0,1
4,4.0,2965,3149.0,1,6,1,1,1,1,7.81,853502.0,1
4,4.0,2445,3984.0,1,62,1,0,0,1,2.61,793436.0,1
4,5.0,3119,3042.0,1,102,0,0,0,1,11.4,849655.0,1
3,3.0,1733,3153.0,1,115,0,0,0,0,17.11,457688.0,0
2,3.0,1559,6650.0,1,35,1,1,0,1,10.4,577901.0,0
5,5.0,3953,4480.0,1,27,1,0,0,1,2.65,1073052.0,1
4,4.5,3226,2919.0,2,65,1,1,0,0,9.74,922700.0,1
6,5.0,4585,2738.0,2,20,1,1,0,1,3.89,1271634.0,1
3,3.5,1719,4777.0,2,4,0,0,1,0,16.21,546685.0,0
4,4.0,2946,1533.0,1,33,0,1,0,0,16.15,610351.0,0
2,2.0,1428,12948.0,2,92,1,1,0,0,18.1,492063.0,0
5,5.0,4087,5328.0,1,41,1,1,0,0,12.92,1003502.0,1
4,4.0,3133,6697.0,1,33,0,0,0,1,3.88,823424.0,1
3,3.0,1934,4322.0,1,62,1,0,0,1,9.55,647337.0,0
2,2.0,1162,1645.0,1,99,0,0,0,1,0.78,430841.0,0
4,4.0,2589,1590.0,1,94,1,1,0,1,11.2,673097.0,0
3,3.0,2627,3363.0,2,4,1,1,1,0,32.82,544398.0,0
3,3.0,2483,2927.0,1,79,1,0,0,0,25.58,647242.0,0
3,4.0,3315,9835.0,1,23,1,1,0,1,9.0,1010581.0,1
3,3.0,2073,2077.0,2,88,0,0,0,1,4.89,733516.0,0
4,4.0,2883,1878.0,2,39,1,1,0,0,27.45,672144.0,0
5,5.0,3624,3049.0,2,110,1,0,0,0,15.34,902153.0,1
3,3.5,2009,5376.0,2,110,1,0,0,0,21.61,622244.0,0
3,3.0,1856,1661.0,1,73,0,0,0,1,6.76,583829.0,0
3,3.0,2032,3643.0,2,106,0,1,0,0,17.45,570034.0,0
3,3.0,2177,4768.0,2,65,0,1,0,0,11.48,563797.0,0
5,5.0,2815,4610.0,2,33,1,0,0,1,2.77,913153.0,1
3,3.0,1898,1729.0,1,72,0,1,0,1,6.11,578099.0,0
6,5.0,3546,5940.0,1,119,0,1,0,0,18.63,1017911.0,1
4,5.0,3198,2685.0,3,80,1,1,0,1,3.63,922029.0,1
1,1.0,600,1790.0,1,44,1,0,1,0,15.39,250000.0,0
3,3.0,2071,2779.0,2,125,1,1,0,0,17.61,560680.0,0
5,5.0,4007,2382.0,1,98,1,1,0,0,14.82,974166.0,1
3,4.0,2605,6793.0,2,123,1,1,0,1,11.22,867554.0,1
5,5.0,3906,2493.0,2,95,0,1,0,1,4.19,1147473.0,1
5,5.0,4995,3118.0,1,31,1,0,0,0,11.8,1136046.0,1
2,2.0,1395,1743.0,1,118,1,1,0,1,3.4,504869.0,0
3,3.0,2150,5501.0,3,3,1,0,1,1,4.03,766434.0,0
4,4.5,3125,1503.0,2,6,1,0,1,1,9.36,919310.0,1
3,3.0,2625,2079.0,1,5,1,0,1,0,15.63,657322.0,0
3,4.0,2977,7673.0,1,50,1,1,0,1,8.68,839877.0,1
3,3.5,2554,1910.0,2,107,0,0,0,1,8.73,668129.0,0
4,4.0,2556,2286.0,2,54,1,0,0,0,11.02,731128.0,0
3,3.0,2676,2476.0,1,24,1,0,0,1,9.71,697203.0,0
6,5.0,3986,1557.0,1,26,1,1,0,0,21.95,974997.0,1
4,4.0,2664,5361.0,1,30,1,1,0,1,1.49,861724.0,1
6,5.0,4149,2163.0,1,30,1,1,0,0,11.66,1109186.0,1
3,3.5,3053,6316.0,1,71,1,1,0,1,9.47,858171.0,1
3,3.0,2900,3040.0,1,53,1,1,0,1,3.88,885074.0,1
3,3.0,2001,1758.0,1,96,1,0,0,0,29.28,508504.0,0
3,3.5,1456,3287.0,1,60,1,0,0,0,24.97,337194.0,0
5,5.0,3998,5468.0,2,81,1,0,1,1,9.39,1166379.0,1
2,3.0,1634,6825.0,1,21,1,0,0,0,13.26,529611.0,0
4,5.0,3340,4854.0,1,19,0,1,0,1,7.24,1047286.0,1
2,2.0,1964,5411.0,2,47,1,0,1,1,8.98,763771.0,0
6,5.0,4746,9358.0,2,13,1,1,0,1,6.52,1324941.0,1
4,4.0,2578,2830.0,1,9,1,0,1,1,3.52,853052.0,1
6,5.0,4274,3069.0,1,40,1,1,0,1,9.35,1111356.0,1
2,2.0,1493,2718.0,2,69,1,0,0,0,20.26,405374.0,0
5,5.0,3640,3431.0,2,85,1,1,0,1,3.58,1040993.0,1
4,4.0,3036,4583.0,1,106,1,0,0,1,10.39,830028.0,1
3,3.0,2378,3545.0,2,117,1,1,0,0,10.13,631154.0,0
5,5.0,3160,4087.0,2,89,1,0,0,1,10.49,946565.0,1
2,2.0,1531,2788.0,1,40,1,0,0,0,17.31,528594.0,0
3,3.5,2459,4627.0,2,32,0,1,0,0,13.67,606268.0,0
1,2.0,1538,2246.0,1,119,1,1,0,0,6.88,407299.0,0
2,2.5,945,3621.0,1,71,1,1,0,1,7.87,374754.0,0
2,3.0,1576,11650.0,1,18,1,0,0,0,17.74,533623.0,0
4,4.0,2564,1524.0,2,79,1,0,0,0,19.92,629384.0,0
5,5.0,3841,3319.0,1,2,1,0,1,0,20.23,983302.0,1
5,5.0,3154,7596.0,1,38,1,1,0,1,5.4,1007281.0,1
6,5.0,4344,2120.0,2,55,1,0,0,1,4.74,1131803.0,1
4,4.5,2838,2950.0,2,62,0,1,0,1,2.76,830332.0,1
5,5.0,3788,1643.0,2,42,1,0,0,0,15.23,969538.0,1
2,2.5,1282,3699.0,1,99,1,0,0,1,9.78,556921.0,0
