"reported_date_time","summary"
2021-06-20 03:30:00,"Lighted object flies directly at United 1520 and makes sharp maneuver."
2021-06-20 03:00:00,"Object was moving very fast until it disappeared.  Over 60k feet"
2021-06-18 18:00:00,"AS I WAS TAKING A SHORT VIDEO OF PLANE , I SAW IN MY VIDEO A WHITE LIGHT OBJECT FLY DOWNWARD IN FRONT OF PLANE EXTREMELY FAST HIGH SPEE"
2021-06-18 10:30:00,"Bright stationary  white lights in the sky that slowly faded away"
2021-06-15 08:30:00,"orange light tracking pickup, dashboard flickered"
2021-06-09 09:00:00,"Multiple lights streaking in succession, in a repeated pattern"
2021-06-08 06:30:00,"My husband and I was walking the dog late down the dirt road. And we both looked in the same spot in the sky and we seen a bright wight"
2021-06-08 02:30:00,"Large bright white light traveling towards ground over West Michigan 7 June 2021 22:30"
2021-06-05 02:15:00,"Bright white circle craft that moved in bouncing figure 8 movements and pulsated different colors."
2021-06-03 15:45:00,"Bright light moving at extremely fast speeds over Mount Cristo Rey"
2021-06-03 03:00:00,"Many flashing and floating lights in trees surrounding my house."
2021-06-02 07:00:00,"Bright orange ball of light that appeared to move up and down and side to side, also dimming at one point."
2021-06-01 02:00:00,"Unblinking, low-flying, white light"
2021-06-01 01:15:00,"I witnessed a very bright light in the sky last night moving east than slowing down and dimming out."
2021-06-01 00:49:00,"Lights, white on top, flickering colors on bottom."
2021-05-31 23:22:00,"We saw about 7 light dots in the sky straight above us.  Looked at the starling tracker and it wasn't that.  They weren't in a line, bu"
2021-05-31 23:00:00,"Brief two second sighting of bright red light traversing the sky at low altitude in a crescent shape trajectory."
2021-05-31 04:14:00,"Wormhole in sky with fast moving star objects"
2021-05-30 05:00:00,"Saw 10 lights appear in the NW ski, one after another. They came down vertically, made a 90 degree turn to the right, and disappeared i"
2021-05-30 02:30:00,"Felt compelled to lookout at sky at 1030pm May 29 2021 saw brightest light nearby"
2021-05-30 03:05:00,"Slow moving line of lights "". . . . "" maybe musk's satellites"
2021-05-30 02:00:00,"Slow moving line of ""stars"""
2021-05-29 03:10:00,"Orange Ribbon of light in the night sky."
2021-05-28 14:45:00,"UFO allowed my awareness of its presence known for the second night this week."
2021-05-27 04:00:00,"Light dots moving in the sky"
2021-05-28 04:20:00,"A object presenting characteristics that are not consistent with the SpaceX satellite formation."
2021-05-28 02:00:00,"Three bright white lights in synchronized flight."
2021-05-27 10:50:00,"Light charging from one dot to multiple dots of light crossing the sky"
2021-05-27 04:17:00,"I saw a light that moved side to side and up and down then flashed bright with a baby blue color and a hazy blue aura around it."
2021-05-26 04:00:00,"Day of May 26,2021 Midnight Came home from relatives house Looked up in the sky saw three rows of 6 lights No sooner as I said  babe l"
2021-05-26 02:34:00,"night guard sees light move behind trees"
2021-05-23 06:30:00,"3 of us friends were Sitting outside in Town of Sonoma, when we noticed 8 round light moving from southeast to north west/north possibl"
2021-05-23 03:15:00,"My husband and I were sitting outside when I noticed lights, that looked like stars, moving in a straight line formation spaced out eve"
2021-05-23 03:15:00,"We were getting things ready for the lake the next day when our neighbors hollered at us to come check this out. We went over there and"
2021-05-23 03:11:00,"We have an app to see the ISS and we just started looking up at the sky watching the ISS, and one person noticed a line of lights trave"
2021-05-23 03:00:00,"30+ objects moving across the night sky. I've never seen anything like it before.  ((Staarlink satellites??))"
2021-05-23 00:45:00,"Four Glowing Orange Lights"
2021-05-21 03:18:00,"Dimming Objects over Lynchburg"
2021-05-20 22:16:00,"Small distant stationary object that slowly flashed light"
2021-05-20 22:16:00,"Small distant stationary object that slowly flashed light."
2021-05-19 09:12:00,"right green light that was coming toward her out of the west for 1 to 1-1/2 minutes, then anomalistic motion"
2021-05-18 02:07:00,"Light object traveling across sky reacting to second light and defying logic of  coomon air travel"
2021-05-17 06:00:00,"numerous pinpricks of light following each other evenly spaced"
2021-05-17 00:15:00,"Bright white light in twilight sky."
2021-05-16 14:54:00,"Two objects were headed towards each other then they stopped abruptly. They headed east and 3 other objects came from the east and stop"
2021-05-16 02:30:00,"I was outside preying looked up, and the picture says it all. I usually have about 3 sightings a week where I am."
2021-05-14 04:30:00,"two lights circling in a figure 8"
2021-05-14 01:05:00,"It was just a light. Moved around seemed to zoom out of view and back in one or twice."
2021-05-13 04:30:00,"These light have been seen floating in air, zig zagging , falling from sky, finally flew to camera"
2021-05-09 06:00:00,"My sister her husband and I were viewing the stars last night. At first we thought we were seeing the starlink satellites but they were"
2021-05-09 01:35:00,"At 9:35 pm While setting outside I happen to look up in north west Direction and noticed a string of lights flying toward  the south we"
2021-05-09 01:00:00,"3 lights, odd red color"
2021-05-09 03:00:00,"I was at frenchy's field park here in town. About 9 in the evening. I was hanging upside down from the pull up bar, doing my regular ca"
2021-05-08 04:45:00,"single lights all in a row moving slowly then disappeared"
2021-05-08 02:20:00,"It was like watching a hundred lights marching off to war, single file"
2021-05-08 04:00:00,"While walking my dog in the early evening on 5/7/21 in Antioch, California around 9:15 p.m., I saw lights about the size of stars movin"
2021-05-08 01:00:00,"String of lights over Raleigh near falls lake"
2021-05-07 14:50:00,"A string of lights going from south to north."
2021-05-07 03:55:00,"Over New Strawn Ks, a line of white bright objects traveled in a uniform straight line, slowly aprox. 200 to 500mph im guessing. It mig"
2021-05-07 02:33:00,"Multiple lights moving with constant brightness."
2021-05-07 02:30:00,"As I was waiting outside for my uber I looked up to see a sting of 6 lights flying right behind each other ((Starlink satellites??))"
2021-05-07 04:00:00,"UFO's over Parker CO night sky, 30 lights moving in a row"
2021-05-07 02:45:00,"The lights were not flashing and moving at the same speed."
2021-05-07 02:30:00,"Dozens of aircraft, seen traveling in a line, outside Madison Wisconsin.  Looked like oriens belt, but with 40 stars instead of 3."
2021-05-07 04:10:00,"String of dozens of solid lights"
2021-05-07 03:01:00,"Bright solid light followed by helicopter"
2021-05-07 03:00:00,"I saw eight moving slow light in the sky ""Fleet""  ((Starlink satellites??))"
2021-05-07 02:43:00,"Lights very high in the sky moving aircraft speed moving from SW to NE direction. ((Starlink satellites??))"
2021-05-06 02:35:00,"30+ lights in a line."
2021-05-06 04:00:00,"I saw seven flying craft with lights all flying in a line and then disappearing within seconds with no lights"
2021-05-06 04:25:00,"40-50 lights in line across the Reno sky."
2021-05-06 03:50:00,"At least 100 bright lights in a very long straight line and was very quiet."
2021-05-05 11:45:00,"Trail of 60+ lights traveling in a line without sound in close linear formation- not visible on cameras"
2021-05-05 11:40:00,"Starlight objects moving rapidly in a straight line across the sky."
2021-05-05 04:25:00,"A large craft with numerous lights forming a line moving silently towards Mt. Rainier (east)"
2021-05-05 02:20:00,"IFO - StarLink satellite train"
2021-05-02 02:00:00,"bright object moving southeast to northwest"
2021-04-30 02:00:00,"Enormous string made of light instantly appeared and vanished"
2021-04-28 03:15:00,"Triangle formation of twinkling lights"
2021-04-27 15:20:00,"First I would like to say I don't want anyone to think I am crazy. This is not a hoax or a joke, I just want some answers and to know t"
2021-04-23 10:00:00,"I was driving and saw something strange in the sky.   ((NUFORC Note:  Rocket launch from Cape Canaveral.  PD))"
2021-04-23 09:59:00,"2 extremely bright lights appeared over east coast nearly simultaneously. One appeared to catch fire and fall towards ocean, second app"
2021-04-23 09:40:00,"Saw a very bright large light moving fairly low and slowly across the Eastern sky.   The light was shining in one direction while movin"
2021-04-23 07:00:00,"((name deleted))"
2021-04-23 00:42:00,"12 red lights in the sky low to the horizon in Paulding County, GA."
2021-04-22 01:25:00,"For several months my husband and I watched a strange light not moving in the sky, then he didn't see it for awhile.  Last night it was"
2021-04-21 11:30:00,"Bright light moving slowly across the sky"
2021-04-21 03:00:00,"I was outside at midnight on April 20th 2021 when I saw what I think was multiple UFOS. I was out in the backyard in Bridgton Maine, wh"
2021-04-20 13:02:00,"420 morning zig zag white light"
2021-04-19 04:15:00,"A brighly flashing multi-colored light in the night sky over Colorado viewed for a half hour.  ((NUFORC Note:  Sirius??  PD))"
2021-04-18 09:20:00,"Driving home early morning 3 bright orange lights were witnessed on the south side of the city on highway 75"
2021-04-16 04:30:00,"flashing color-changing light in south sky.  ((NUFORC Note:  Possibly Sirius??  PD))"
2021-04-15 12:40:00,"cluster of bright lights in non specific formation"
2021-04-14 09:45:00,"Circle of light alongside a road and disappearing out of sight"
2021-04-14 03:30:00,"Small ball of white light moving very fast across the sky with no sound or contrail"
2021-04-14 04:00:00,"UFOs flashing lights and flying over remote forest area in Collins, MS for the 2nd time"
2021-04-11 15:00:00,"Three lit objects below the cloud line."
2021-04-10 04:00:00,"I was sitting at the pier on the beach having a bonfire. There was a group of 6 of us, the 2 of us that were sitting at the fire both s"
2021-04-09 02:18:00,"We were sitting outside in our backyard talking when the UFO appeared out of nowhere in the sky. It was ascending upwards. The UFO itse"
2021-04-08 01:18:00,"Unexplainable Bright Light"
2021-04-08 02:58:00,"A fleet of lights that flew across sky. You could see them speed up to another and was unlike anything I have ever seen. At top of the"
2021-04-08 01:50:00,"Witnessed cluster or one large structure traveling from NW to SE over San Antonio Metro.  ((Starlink satellitess??))"
2021-04-06 08:00:00,"The light has been moving erratically for weeks"
2021-04-05 03:00:00,"Airborne pilot observed supersonic light/object.  ((NUFORC Note:  Report from airline captain.  PD))"
2021-04-05 03:15:00,"Bright craft light sighting in Peoria, AZ"
2021-04-03 04:00:00,"We saw a huge, green light flash, then move across the sky and dissapear.  It was very different than a shoiting star or slow moving sa"
2021-03-31 04:06:00,"A bright pulsing light in DFW area of Texas with multiple colors, slowly moving down after 15 minutes"
2021-03-31 04:06:00,"A bright pulsing light in DFW area of Texas with multiple colors, slowly moving down after 15 minutes.  ((Sirius??))"
2021-03-30 04:00:00,"FAST MOVING CRAFT."
2021-03-30 00:30:00,"Multiple objects witnessed,changed speed and direction, lights changed color and intensity"
2021-03-29 04:01:00,"I was traveling in my car and looked over and seen a blue light/object in the sky traveling quickly from south to north. Once I stopped"
2021-03-25 01:36:00,"Orange Lights in Muskogee Sky"
2021-03-21 01:45:00,"Three white dull lights in triangle formation, moved fast and disappeared."
2021-03-20,"Bright white light at high speed SE of Richboro"
2021-03-19 09:00:00,"Video game controller shaped spaceship shoots across the sky early in the morning hours"
2021-03-18 02:50:00,"Bright white light that turned to red and vanished."
2021-03-17 23:25:00,"Bright flying object hovered then disappeared in the sky"
2021-03-17 12:00:00,"Orange lights interacting with each other"
2021-03-16 10:11:00,"Potentially Huge UFO with 6 sets of a total 18 lights appears & takes off!"
2021-03-14 10:00:00,"A round white light with a ""V"" tail streaming behind it slowly moving across sky.  ((Falcon 9 launch))"
2021-03-13 02:06:00,"Driving home with my son and we began seeing flashing lights in sky. I thought that maybe the flashing was caused by stars going in and"
2021-03-13 00:20:00,"Six Traveled west to east, bright to dim as they traveled overhead."
2021-03-11 07:53:00,"Star, blinking strangely on cloudy, starless night."
2021-03-11 02:10:00,"Large bright purple/blue hovering light"
2021-03-11 00:30:00,"Bright white lights moving over Treasure Island, FL"
2021-03-10 03:04:00,"Unknown erratic movement in a :30 second shutter photo."
2021-03-09 10:15:00,"Was looking at what I thought was a plane going through the sky. It was still dark outside so I couldn't see the shape, but only the li"
2021-03-07 04:45:00,"Two sets of 3 triangular formation red lights flying northbound, no sound, chemical smell afterwards."
2021-03-03 09:24:00,"UFOs flashing lights and flying over remote forest area in Collins, MS"
2021-03-03 07:40:00,"Green glowing cigar shape descends in to ocean"
2021-03-03 02:00:00,"An amber light moved horizontally across our backyard, below the neighborhood rooflines. It traveled quickly and silently in a straight"
2021-03-01 07:15:00,"Beautiful lights flying intimately over the southwest sky seen from Denver, 3/1/2021."
2021-02-28 04:30:00,"Last night on the 27th of February 2021, I was on my 5th floor balcony when I noticed a bright light coming from the Southeast. This is"
2021-02-25 04:45:00,"I went out onto our back deck which faces East to call our cat. We are directly west (approximately 20 miles) of the airport in Boise a"
2021-02-24 18:31:00,"A bright flash of white light from straight ahead that passed directly under our airplane within 3-5 seconds of appearing"
2021-02-24 14:10:00,"Was walking dog saw a bright white light in The sky no much higher than a tower moving in a downward angle at a slow but steady speed t"
2021-02-24 04:00:00,"observed circulating light"
2021-02-21 13:22:00,"White lights unevenly spaced travelling from west to east."
2021-02-21 07:00:00,"Light traveling extremely fast"
2021-02-21 02:00:00,"Very bright gold hovering light"
2021-02-20 02:54:00,"7 lights moving across the sky"
2021-02-19 13:20:00,"Single strand of about 25 silent objects flying in SW direction very close together ."
2021-02-19 13:21:00,"I saw 20+ lights moving in a row above mid city Los Angeles."
2021-02-19 11:40:00,"String of lights"
2021-02-18 21:30:00,"Blue comet like object in the daytime sky."
2021-02-18 13:30:00,"A line (15-20) of white lights moving across the sky 2-18-21 530am NE to SE  seen from San Bernadino . That just appeared like a shooti"
2021-02-18 13:00:00,"Numerous lights all lined up in the sky moving across the sky."
2021-02-17 13:25:00,"String of lights/orbs, about 20+, slowly moving in a single line of various spacing in central California, may witnesses"
2021-02-17 13:00:00,"20-30 bright circle white lights moving across sky in straight line.  ((Starlink satellites??))"
2021-02-16,"A bright orange light with blue-ish white middle was observed launching upwards into the sky while driving home on a clear night."
2021-02-15 03:25:00,"Bright orange light over Bremerton"
2021-02-13 02:00:00,"Seeing multiple lights in the distance that were too close for any known aircraft"
2021-02-12 13:08:00,"I noticed a trail of lights in the sky to the east of Stockton.  ((Starlink satellites??))"
2021-02-12 13:05:00,"A string of 100 plus white bright lights traveling uniformly on the horizon for 5 plus minutes.   ((Starlink satellites??))"
2021-02-12 11:30:00,"In Lincoln, CA at 3:30am a friend and I saw 20 lights moving through the sky.  ((Starlink satellites??))"
2021-02-11 12:55:00,"Massive string of slow/standard-moving lights in single-file line consumes entire sky ((Starlink satellites??))"
2021-02-11 12:51:00,"I got into my hot tub and when I looked up I saw a string of about 100 bright lights racing across the sky from NW.  ((Starlinks??))"
2021-02-09 23:36:00,"White Light with ""water spray"" coming from it's left side.  ((NUFORC Note:  Launch of SLBM from a submarine??  PD))"
2021-02-09 23:30:00,"Light formed and then cloud formed around it dissapearing, appearing and then completely gone with tiny light going away."
2021-02-09 23:30:00,"Very bright light with beam vanishes into small cloud.   ((NUFORC Note:  Launch of SLBM from a submarine??  PD))"
2021-02-09 01:45:00,"Distant light moving oddly in night sky above Hagerstown, MD"
2021-02-06 07:15:00,"A group of 4, then 6 floating, silent amber steady-glowing lights moving around one another before disappearing one at a time."
2021-02-06 01:30:00,"Several orange colored lights in the southern sky about 25 degrees above the horizon moving west to east. Lights clustered close togeth"
2021-02-06 04:00:00,"Red light separates into two."
2021-02-04 22:40:00,"Bight fast moving light disappeared in the west"
2021-02-04 12:10:00,"Light moving across the sky over the Pennsylvania turnpike"
2021-02-04 10:00:00,"Seen 3 lights zig zagging in the night sky."
2021-02-04 02:15:00,"Bright green ball falling quickly from the sky."
2021-02-02 00:50:00,"4 orange glowing lights flying in single row formation.  ((Starlink satellites??))"
2021-01-31 02:00:00,"I started videoing object after I witnessed it as a red light hovering"
2021-01-30 22:25:00,"Bright light similar to a star on broad day light remained static for about 6 minutes over the city of long beach on 1/30/21 at 14:25"
2021-01-24 10:55:00,"I saw two lights that looked like stars or aircraft flying in formation to the northwest when I walked outside to at around 5:55 am EST"
2021-01-23 04:00:00,"Light object in the sky near Heavener, Oklahoma"
2021-01-22 10:00:00,"Late at night, I saw a very large red light that traveled quickly across the sky and disappeared."
2021-01-21,"small red light, followed by large white light"
2021-01-18 04:15:00,"Three brightly colored lights took up position on the horizon."
2021-01-17 09:34:00,"Bight ball over apartments landed in wooded area"
2021-01-17 02:00:00,"The object was a very bright light like a close planet then went very dim and then bright again it was just hovering then flew across t"
2021-01-16 07:20:00,"Series of lights appear on ridge"
2021-01-16 05:15:00,"Large moving bright light over Kauai North Shore"
2021-01-15 23:30:00,"Bright blue light under the cloud line going in an upward diagonal line until disappearing into the clouds."
2021-01-15 01:15:00,"One light, two lights. Three lights, four.. and they're gone."
2021-01-14,"Looked to north after getting out of car at 7:00 p.m.  Well after dark, 36 degrees F. and 53% humidity.  Seen ghostly cloud formation t"
2021-01-13 14:30:00,"I was heading west on 4500 South 2300 East at approximately 7:30 a.m., noticed an object hovering in the sky to the west, I assumed was"
2021-01-13 04:15:00,"2 second flash of what appeared to be 5-8 orange lights in a row, really close together, like a craft and happened 2X within 2 minutes."
2021-01-13 00:03:00,"Ball of light speeding through the air."
2021-01-13,"My son and I were siting in the Kitchen when a military helicopter flew low overhead (under 500').  We went outside to see what was hap"
2021-01-12 04:55:00,"Bright red light moving fast and high."
2021-01-10 06:00:00,"Silent, bright green light darts across night sky and then disappears"
2021-01-08 05:00:00,"My wife and I live outside city limits in Mount Vernon and we see 5 orange lights and 3 bright lights hovering above houses half a mile"
2021-01-08 01:00:00,"Green humming lights followed by red blinking light as it passes a separate set of white lights that quickly vanish."
2021-01-06 22:48:00,"While standing on my back porch I saw a very bright light in the distance.The light was traveling in my direction and flew in a east to"
2021-01-03 01:28:00,"Orange erratic light over Tucson"
2021-01-01 08:26:00,"Lights circling."
2021-01-01 05:00:00,"I saw a light ascend from the trees just after midnight. I thought it was a Roman candle, but it kept traveling & flied off."
2021-01-01 02:20:00,"Yellow light moving north over Oak Island NC"
2021-12-30 23:50:00,"Blue green orb fly bye"
2021-12-29 23:28:00,"The orb was bright in the sky, it descended in front of the four witnesses. Craft was visible long enough to record video footage."
2021-12-25 04:30:00,"First a group of 4 orbs fallowed by 2 more came from the East and then went north"
2021-12-25 03:30:00,"3 orange orbs heading north of Spokane Washington"
2021-12-18 05:30:00,"Saw orb that moved around the moon and got pictures. NUFORC Note:  Lens flares.  PD))"
2021-12-12 14:18:00,"Recorded 2 orb like craft emulating different colors of like interacting with each other with impossible flight movements"
2021-12-08 02:30:00,"I was leaving Krogers grocery and putting bags in my truck. I looked up and saw 8 spheres or circles in a somewhat triangle formation."
2021-12-02 22:30:00,"Blue sphere 60 to 80 ft dia less than 100 ft in the air"
2021-11-17 01:25:00,"2 stationary orange orbs, different heights, suddenly vanished"
2021-11-14 01:25:00,"Orange/Red Orb above Trestles in San Clemente, CA"
2021-11-07 23:20:00,"Orange colored orbs flying in formation over Greenfield, IN  ((NUFORC Note:  Witness is experienced astronmer.  PD))"
2021-11-06 23:45:00,"Glowing orange orbs traveling across the night sky."
2021-10-30 06:00:00,"Round  orb like had a hovering movement. A smaller piece separated from the bigger identical of the larger one."
2021-10-29 23:00:00,"Bright white light or orb moving dramatically."
2021-10-26,"An orange orb appeared in the southwest skies The night sky was darkened by clouds as a nor'easter was fast approaching.

It disappea"
2021-10-24 00:28:00,"Five amber orbs seen slowly moving over northern NJ sky five days after similar sighting nearby"
2021-10-22,"Recorded video in Gulf Shores AL of strange light that multiplied  into 5 lights or orbs."
2021-10-21 00:33:00,"About 12 glowing orbs flying about 1000 feet off the ground at a slow moving pace."
2021-10-17 03:57:00,"Sphere (orb) visible only with IR camera flying very low over the lake."
2021-10-15 02:47:00,"Two synchronized orbs fly down from the sky and directly over ring camera."
2021-10-03 01:00:00,"At apx 8:55 pm my wife said she sees something strange in the western sky. I got out of bed and we both witnessed 7 flashing lights in"
2021-10-01 03:30:00,"Two bright star like objects wink out over Los Angeles."
2021-09-28 04:00:00,"Object was hovering not sure how hi very bright orbital. Im sending pictures"
2021-09-15 20:30:00,"White Orb seen traveling across sky, which then slowed, stopped, and then traveled away in different direction fading into distance."
2021-09-13 03:00:00,"Bright orange lights coming off the horizon"
2021-09-07 21:10:00,"Gold orbs racing down my street about 10 ft off ground."
2021-09-05 00:15:00,"Orange Light Formation that disappears over Baltimore City, MD, Sept. 2021"
2021-08-26 00:24:00,"I was sitting in my back yard when I saw this strange star that seemed to be moving in the sky.  I got my phone and videotaped in a sou"
2021-08-24 05:00:00,"Saw two orbs while stargazing"
2021-08-12 05:10:00,"Lights possibly in orbit entering the atmosphere"
2021-08-12,"Many small white orbs moving in weird directions around sky, one orb glew into bright white light then dimmed back down before dissapea"
2021-08-11 04:00:00,"Bright orange orb hovering in the sky but also dancing around and abruptly vanishing"
2021-08-09 02:28:00,"Spikey Orb hovering. I thought it was a balloon. Came back and it was gone."
2021-08-01 05:00:00,"Experienced a UFO drive-by until it came down to me!"
2021-07-31 20:00:00,"4 orb white balls hovering in the sky over San Antonio TX."
2021-07-28 02:41:00,"Fiery red orb seen hovering over the city.  ((NUFORC Note:  Report submitted by retired airline pilot. PD))"
2021-07-28 05:00:00,"Witnessed another Orb off in the distance"
2021-07-26 00:36:00,"Clear sky with defined vertical split in color, 2 orbs on either side of the split line"
2021-07-17 04:00:00,"Hutto tx. White silent orbs 2nd sighting"
2021-07-05 19:00:00,"Standing in the backyard, my house guest asked me to take a look at an object in the sky. It looked like as balloon at the height of ab"
2021-06-20,"Single file formation of shiny upright ovals."
2021-06-16 08:45:00,"During the early morning hours, I was outside on my patio.  At first I noticed red lights in the sky flying around which would leave a"
2021-06-14 02:30:00,"First we seen a triangle, then seen six orbs flying low and maneuvering around each other with no noise. Loss of time."
2021-06-13 07:35:00,"On the way home from work saw something that was not a star"
2021-06-12 18:10:00,"4 white and 1 red orb 'dancing' in daylight sky between Longmont and Boulder, Colorado"
2021-06-11 02:30:00,"Large bright silent yellow/orange orb crossing lake and changing colors"
2021-05-31 19:04:00,"White or metallic orb in sky"
2021-05-30 17:30:00,"I noticed an orange light in the sky, so I stepped outside to get a better look and to see if I would hear helicopter or an airplane en"
2021-05-28 20:40:00,"yesterday, I witnessed an orb of light descending near Riverdale, New Jersey."
2021-05-24 13:00:00,"Orange orbs"
2021-05-23 03:35:00,"Spinning white Star-like orbs over Northwest Shreveport, LA"
2021-05-18 09:00:00,"Orange dim lit orb floating in and out of the ocean"
2021-05-18 08:37:00,"Las Vegas UAP moving orb sightings with military planes flying nearby."
2021-05-16 01:00:00,"10 to 15 lights moving slowly over my beach house in a moving group."
2021-05-15 11:00:00,"Silent red orange orb"
2021-05-15 03:05:00,"Orb in the sky looked like a turning ball of light. It went back and forth and closer and then farther away. I recorded it with my cell"
2021-05-08 05:15:00,"116 orbs in total traveling the three groups equally spaced apart and traveling at the same speed not following the horizon"
2021-05-06 04:00:00,"30 plus white circular objects in linear flight in Tucson, AZ sky. ((Starlink satellites??))"
2021-05-05 11:40:00,"Around 4:30 AM I went to walk the dog.After sometime I looked up to see if I could find any Aquarid meteors. Instead I saw small orbs o"
2021-04-20 02:00:00,"Red pulsating orb low in sky over LIE"
2021-04-19 02:30:00,"Green orb making irregular movements in the sky"
2021-04-15 23:45:00,"Bright White Orb in the Western Sky over Elfers NPR Florida as Sun set April 15th 2021"
2021-04-15 21:30:00,"Lingering ufo being pursued by military crafts"
2021-04-11 08:05:00,"Videotaped a yellow blinking sphere and another orange orb below"
2021-04-09 00:30:00,"Circular light moving and rotating, blinking lights along side of it"
2021-03-30 06:45:00,"While orb falling before disappearing into thin air"
2021-03-29 04:15:00,"Very bright white orb seen exiting cloud and disappearing into thin air!"
2021-03-29 01:00:00,"Saw a fuzzy green orb moving at high speed in a straight line"
2021-03-29 00:20:00,"I saw a glowing green orb that split into 2 spheres that moved away from each other in opposite directions."
2021-03-26 10:02:00,"I was heading northbound on White Trails rd between quincy wa and wenatchee wa on my way to wenatchee wa. I was a couple miles south of"
2021-03-25 04:00:00,"Two Orb-Shaped UFOs Spotted Over North Bend, OR"
2021-03-12,"2 lights in still sky over NYC, seems to eject a 3rd light, 4th light off to the left not photographed"
2021-03-12 00:50:00,"Small orb of bright light. Moving very fast and seemed to disappear into thin air."
2021-03-11 02:00:00,"Red orb flying south from Cape Canaveral at slow spped then out to sea it flew."
2021-03-08 00:51:00,"Brighter than star non blinkinking orb or light traveling very fast, dissapears. Clear sky"
2021-03-06 05:00:00,"I was walking up 149th street on the bronx, ny at around midnight and just happen to catch movement on my periphial and looked up to se"
2021-03-02 04:15:00,"Orb in night sky zipped quickly across sky, hovered, and disappeared"
2021-02-26 05:44:00,"The night before strange sounds were heard outside, and loud banging against the sliding glass doors."
2021-02-24 10:35:00,"Very bright white and orange swirling stationary orb."
2021-02-23 09:21:00,"Bright orange orb hovered adjacent to, near top of radio tower"
2021-02-16 10:32:00,"Brightest landing lights Ive ever seen."
2021-02-11 03:10:00,"Two bright white/silver lights silently approaching two more formed w/them, then1 xtrabright red light formed while hovering over pond"
2021-02-10 02:00:00,"Orb of orange light moving upwards and sideways, shining a beam of light around as if searching, then dematerializing until gone."
2021-02-07 07:07:00,"Glowing orb moving erratically"
2021-02-06 01:50:00,"Bight white object at orbital altitude, slowly moving, became gradually much smaller in size dimming to deep red disappeared ."
2021-02-05 15:18:00,"Blue Orb accidentally caught on camera darting through clouds SE Tennessee"
2021-02-05 02:30:00,"I saw an orange and purple, orb floating just above the horizon. It was suspended above a field at the end of dark road near my house."
2021-02-01 00:51:00,"White lights popping into view, moving a short distance in the sky and popping out of sight."
2021-01-30 05:30:00,"Bright orb dancing in the east sky"
2021-01-29 23:18:00,"Golden Orb flying above and along I95 North"
2021-01-21 01:20:00,"Orange orbs appeared and hovered off coast before moving towards beach, then they abruptly accelerated and extinguished their light"
2021-01-18 13:10:00,"Bright green orb seen in my back yard"
2021-01-17 17:45:00,"Blue/Green orb stationary then flies away."
2021-01-17 01:30:00,"Looked like the full moon, but was not."
2021-01-08 01:30:00,"Glowing, flashing, spinning orb, spotted moving around in night sky"
2021-01-04 01:30:00,"4 orange orbs flying horizontally in the sky"
2021-01-01 05:40:00,"4 Flame Orange & 1 Red Fast Moving Orbs New Years Morning"
2021-01-01 05:38:00,"Out back on my patio, my wife and i saw a very large orange orb floating through the sky. Got video and picture if it. It came up slowl"
2021-01-01 03:30:00,"Large, brightly glowing orange spheres, which moved in a pattern of hovering and rapid movement."
2021-01-01 05:15:00,"Two Light Orbs Appear for 5 Minutes in Night Sky"
2021-12-24 21:00:00,"White dots flying slowly to west then moved faster to east, then disappeared."
2021-12-22 23:30:00,"Multiple red spheres/ovals, some in triangle formation. ((NUFORC Note:  Video contains profanity.  PD))"
2021-12-04,"Straight line of hundreds of lights. Never changed direction. Flying at airplane height in sky. It disappeared in blink!"
2021-12-03 02:30:00,"Parallel lights in east nearly overhead"
2021-11-25 00:30:00,"I sighted a C shape 8 foot tall partly cloaked craft silently hovering next to a telephone pole."
2021-11-22 21:20:00,"Square white and light gray object circling in and out of the clouds."
2021-11-12,"Huge v shape with 9 lights"
2021-11-11 22:20:00,"At Around 14:20 pm I was having a conversation with a co-worker and as he walked away to speak to the supervisor, I looked at the sky b"
2021-11-07 02:03:00,"Oblong double line of lights seen briefly in southeastern PA on 11/06/2021"
2021-11-07 02:00:00,"Saturday, 11/6/2021, approx. 7:15-7:30 pm, in Tulalip, WA.:  I saw the first object through my front window and the other 6 (at least)"
2021-11-03,"I was headed home from work, halfway through my 1 hour drive home. It was a little before 5pm, and I was just driving down the highway,"
2021-11-02 16:00:00,"The object was shiny silver tic-tac in shape with no tail or wings visiable.no noise was heard as it passed and object was seen around"
2021-10-30 12:37:00,"Crescent like object that looks like a moon glowing was moving through the sky in a south to north direction."
2021-10-29 15:45:00,"Silver ""toaster-shaped"" object with white lights on bottom. It was slow flying and stopped and hovered for approximately 20 s"
2021-10-25 22:18:00,"Seven United States Postal workers in Corpus Christi Texas were outside on a break from work at around 6:15pm October 25th 2021. All se"
2021-10-25,"Slight line movement without sound and lights/ strobes. Stamford CT."
2021-10-24 02:45:00,"Seen a roughly 10x10 V shaped object flying across me. It was roughly 300 to 500 feet off the ground. It lasted about 4 seconds. Each s"
2021-10-22 20:25:00,"suspending in one place for a longtime square no movement"
2021-10-21 03:00:00,"4 Round Lights around 2-3 feet separating them"
2021-10-21 03:30:00,"Row of bright equidistant stationary horizontal lights rapidly flashing back and forth, then went dark. NOT Starlink"
2021-10-21 01:10:00,"please see above sorry"
2021-10-19 06:30:00,"Ventura County  unknown even  10-18-2021What I saw didn't seem like a single UFO but an event. I saw an orange cloud or light inside"
