age,annual_income,employment_length,home_ownership,loan_amount,interest_rate,purpose,credit_score,default_1yr
66.0,90297.0,10+ years,Mortgage,11396.0,11.44,Debt consolidation,704.0,0
71.0,57172.0,10+ years,Rent,21156.0,10.14,Education,758.0,0
74.0,55359.0,1–3 years,Mortgage,4931.0,16.39,Debt consolidation,-,0
71.0,75027.0,-,Rent,14394.0,11.82,Vacation,650.0,0
38.0,36498.0,10+ years,Rent,23757.0,9.54,Education,683.0,0
51.0,64300.0,5–10 years,Rent,11622.0,18.08,Education,-,0
28.0,53472.0,3–5 years,Rent,13893.0,9.12,Other,663.0,0
32.0,85654.0,3–5 years,Mortgage,3960.0,12.9,Debt consolidation,772.0,0
58.0,61038.0,3–5 years,Own,17237.0,13.03,Car,711.0,0
48.0,56168.0,1–3 years,Rent,17721.0,15.64,Education,728.0,0
49.0,46378.0,5–10 years,Other,9641.0,7.97,Debt consolidation,662.0,0
51.0,73156.0,1–3 years,Rent,15766.0,7.37,Home improvement,724.0,0
37.0,-,5–10 years,Mortgage,17132.0,7.71,Debt consolidation,702.0,0
28.0,65622.0,3–5 years,Own,18876.0,11.34,Education,677.0,0
34.0,62389.0,3–5 years,Own,23788.0,13.79,-,731.0,0
37.0,53718.0,3–5 years,Own,15781.0,11.86,Car,676.0,0
29.0,76919.0,5–10 years,Rent,11335.0,11.01,Vacation,-,0
-,53881.0,5–10 years,Own,23500.0,11.8,Debt consolidation,638.0,0
37.0,-,1–3 years,Rent,15313.0,11.76,Vacation,733.0,0
29.0,83746.0,3–5 years,Mortgage,21193.0,10.96,Car,684.0,0
60.0,57765.0,3–5 years,-,18243.0,11.59,Car,802.0,0
61.0,-,10+ years,Rent,12433.0,7.39,Debt consolidation,670.0,0
47.0,50000000.0,1–3 years,Rent,16356.0,10.4,Other,793.0,0
49.0,57026.0,3–5 years,Own,14109.0,14.14,Home improvement,689.0,0
42.0,55495.0,3–5 years,Mortgage,12931.0,17.48,Home improvement,645.0,0
45.0,78021.0,<1 year,Own,10477.0,13.55,Other,754.0,0
21.0,32903.0,1–3 years,Other,16950.0,13.09,Debt consolidation,729.0,0
37.0,-,5–10 years,Rent,9443.0,14.09,Debt consolidation,746.0,0
51.0,84067.0,3–5 years,Mortgage,8745.0,12.72,Home improvement,752.0,0
23.0,41107.0,5–10 years,Rent,22182.0,7.92,Vacation,733.0,0
-,28822.0,5–10 years,Rent,9638.0,12.59,Home improvement,785.0,0
25.0,49572.0,3–5 years,Own,18858.0,5.99,Debt consolidation,701.0,0
46.0,43407.0,3–5 years,Rent,22807.0,13.97,Debt consolidation,739.0,0
25.0,78771.0,3–5 years,Rent,12925.0,16.21,Debt consolidation,692.0,0
27.0,38253.0,10+ years,Own,14851.0,11.95,-,708.0,0
43.0,84869.0,3–5 years,Own,16079.0,13.08,Home improvement,717.0,0
33.0,63579.0,1–3 years,Rent,21570.0,14.38,Car,635.0,0
60.0,98894.0,1–3 years,Mortgage,17291.0,11.23,Debt consolidation,-,0
45.0,64280.0,1–3 years,Rent,12533.0,11.77,Car,688.0,0
31.0,69706.0,3–5 years,Rent,6402.0,14.38,Car,768.0,0
60.0,36123.0,5–10 years,Mortgage,14665.0,7.72,Debt consolidation,-,0
51.0,60930.0,1–3 years,Rent,15034.0,16.48,-,691.0,0
41.0,44673.0,5–10 years,Rent,17343.0,8.79,Vacation,741.0,0
73.0,59778.0,-,Own,23768.0,10.86,Education,722.0,0
41.0,40666.0,1–3 years,Rent,13517.0,13.34,Home improvement,597.0,0
31.0,54544.0,10+ years,Rent,15932.0,8.45,Home improvement,745.0,0
61.0,79576.0,10+ years,Other,18018.0,10.18,Debt consolidation,745.0,0
54.0,85334.0,1–3 years,Rent,13455.0,21.28,Home improvement,619.0,0
23.0,70798.0,<1 year,Rent,15445.0,15.63,Education,617.0,0
40.0,-,5–10 years,Own,17661.0,14.09,Debt consolidation,-,0
21.0,72259.0,3–5 years,Own,17646.0,10.33,Home improvement,752.0,0
45.0,107784.0,<1 year,Rent,14234.0,12.09,Home improvement,652.0,0
31.0,81707.0,3–5 years,Rent,23027.0,12.15,Debt consolidation,784.0,0
56.0,59220.0,3–5 years,Mortgage,15256.0,14.69,Home improvement,790.0,0
25.0,64151.0,10+ years,-,13949.0,5.0,Debt consolidation,768.0,0
74.0,63335.0,3–5 years,Mortgage,18791.0,11.67,-,695.0,0
63.0,56380.0,3–5 years,Mortgage,18210.0,13.85,Vacation,618.0,0
62.0,23232.0,1–3 years,Mortgage,11357.0,7.93,Vacation,743.0,0
73.0,69129.0,1–3 years,Mortgage,20437.0,12.09,Home improvement,790.0,0
22.0,-,3–5 years,Mortgage,9198.0,9.78,Debt consolidation,754.0,0
21.0,68801.0,10+ years,Mortgage,23783.0,16.92,Debt consolidation,619.0,1
37.0,77067.0,3–5 years,Rent,9006.0,12.89,Other,564.0,0
52.0,77923.0,10+ years,Rent,19049.0,16.75,Debt consolidation,752.0,0
57.0,50263.0,<1 year,Other,20639.0,11.36,Debt consolidation,642.0,0
26.0,59617.0,1–3 years,Own,9227.0,11.3,Vacation,668.0,0
54.0,62497.0,<1 year,Mortgage,23503.0,12.78,Debt consolidation,-,0
25.0,52239.0,5–10 years,Rent,21610.0,11.2,Debt consolidation,698.0,0
-,98233.0,3–5 years,Own,17155.0,11.94,Car,761.0,0
59.0,66336.0,10+ years,Own,12714.0,15.45,Debt consolidation,-,1
58.0,57673.0,3–5 years,Mortgage,15563.0,14.6,Debt consolidation,695.0,0
34.0,37963.0,1–3 years,Rent,7601.0,8.52,Debt consolidation,781.0,0
34.0,63711.0,10+ years,Rent,22199.0,9.0,Home improvement,659.0,0
40.0,70302.0,5–10 years,Rent,18067.0,12.74,Home improvement,643.0,0
44.0,85303.0,3–5 years,Rent,16467.0,11.97,Debt consolidation,741.0,0
45.0,62883.0,10+ years,Rent,14424.0,8.58,Car,661.0,0
56.0,34147.0,1–3 years,Rent,16249.0,10.31,Other,723.0,0
64.0,53842.0,10+ years,Rent,8115.0,11.36,Home improvement,720.0,0
39.0,66827.0,3–5 years,Rent,18725.0,13.07,Education,800.0,0
32.0,-,3–5 years,Rent,13130.0,10.84,Debt consolidation,692.0,0
36.0,44149.0,1–3 years,Own,12392.0,12.42,Home improvement,-,0
29.0,83555.0,3–5 years,Rent,18316.0,16.81,Home improvement,724.0,0
-,81090.0,1–3 years,Own,14013.0,10.73,Home improvement,628.0,0
53.0,63806.0,10+ years,Mortgage,21684.0,15.57,Education,741.0,0
25.0,39341.0,1–3 years,Mortgage,10603.0,11.42,Car,667.0,0
37.0,29740.0,1–3 years,Mortgage,18047.0,15.16,Debt consolidation,581.0,1
38.0,79598.0,3–5 years,Own,16084.0,6.32,Home improvement,741.0,0
49.0,51262.0,10+ years,Rent,17972.0,12.47,Debt consolidation,648.0,0
50.0,91138.0,3–5 years,Rent,19557.0,11.79,Debt consolidation,753.0,0
72.0,23005.0,<1 year,Own,21139.0,11.83,Other,661.0,0
57.0,85052.0,1–3 years,Own,10521.0,11.13,Debt consolidation,732.0,0
21.0,30334.0,3–5 years,Own,13533.0,12.41,Home improvement,674.0,0
23.0,39706.0,5–10 years,Mortgage,15695.0,13.37,Debt consolidation,747.0,0
66.0,70313.0,3–5 years,Rent,10242.0,18.03,Home improvement,694.0,0
69.0,33597.0,<1 year,Mortgage,18518.0,14.18,Other,722.0,0
74.0,62323.0,1–3 years,Own,15148.0,5.76,Debt consolidation,-,0
31.0,55184.0,3–5 years,Own,19338.0,15.28,Debt consolidation,589.0,0
56.0,36350.0,10+ years,-,15622.0,15.3,Debt consolidation,664.0,0
55.0,86124.0,10+ years,Rent,24280.0,11.71,Car,735.0,0
51.0,62270.0,1–3 years,Rent,7565.0,9.62,Debt consolidation,710.0,0
21.0,46169.0,1–3 years,Mortgage,6412.0,18.93,Car,651.0,0
32.0,66412.0,1–3 years,Rent,9843.0,15.44,Home improvement,687.0,0
-,48439.0,10+ years,Rent,30011.0,14.71,Debt consolidation,744.0,0
56.0,31462.0,5–10 years,Own,4800.0,6.43,Debt consolidation,710.0,0
71.0,57306.0,1–3 years,Own,16269.0,14.06,Car,826.0,0
30.0,81826.0,10+ years,Rent,11996.0,14.53,Home improvement,588.0,0
55.0,-,3–5 years,Own,16968.0,12.49,Debt consolidation,722.0,0
41.0,58346.0,1–3 years,Rent,8936.0,13.89,Vacation,-,0
69.0,43574.0,3–5 years,Own,24487.0,11.41,Debt consolidation,632.0,1
25.0,54198.0,10+ years,Other,23828.0,11.54,-,679.0,0
53.0,63480.0,1–3 years,Other,13578.0,12.08,Education,684.0,0
25.0,75527.0,10+ years,Rent,18564.0,13.4,Education,671.0,0
38.0,56493.0,3–5 years,Own,15267.0,7.87,Debt consolidation,646.0,0
50.0,64463.0,3–5 years,Rent,15768.0,13.55,Home improvement,666.0,0
50.0,-,10+ years,Rent,14419.0,12.14,Debt consolidation,662.0,0
41.0,47074.0,1–3 years,Rent,11811.0,12.75,Home improvement,-,0
55.0,56361.0,3–5 years,Rent,11026.0,12.9,Vacation,688.0,0
40.0,78545.0,10+ years,Rent,21862.0,8.87,Car,788.0,0
21.0,35921.0,3–5 years,Other,18687.0,13.51,Debt consolidation,776.0,0
73.0,56831.0,3–5 years,Rent,13729.0,10.32,Other,676.0,0
59.0,85036.0,5–10 years,Rent,11835.0,11.39,Car,676.0,0
68.0,101419.0,10+ years,Mortgage,15340.0,17.22,Other,725.0,0
71.0,58165.0,<1 year,Rent,15908.0,9.87,Debt consolidation,755.0,0
46.0,61067.0,-,-,19299.0,14.67,Vacation,705.0,0
27.0,58141.0,3–5 years,Rent,19122.0,9.4,Home improvement,759.0,0
45.0,64397.0,10+ years,Own,12463.0,14.32,Education,722.0,0
-,85489.0,-,-,14053.0,9.53,Vacation,698.0,0
33.0,60646.0,5–10 years,Own,6307.0,14.85,Other,721.0,0
62.0,51431.0,3–5 years,Rent,13746.0,13.47,Vacation,631.0,0
57.0,-,3–5 years,Own,8506.0,16.78,Education,722.0,0
26.0,98375.0,3–5 years,Own,21427.0,10.36,Car,625.0,0
55.0,71637.0,<1 year,Rent,15271.0,11.73,Debt consolidation,654.0,0
52.0,59387.0,-,Rent,14207.0,15.28,Home improvement,716.0,0
73.0,89690.0,5–10 years,Own,14674.0,13.1,Car,-,0
67.0,75957.0,3–5 years,Own,17354.0,11.97,Education,733.0,0
41.0,41582.0,10+ years,Rent,24054.0,10.86,Debt consolidation,712.0,0
31.0,-,-,Mortgage,23706.0,14.17,Debt consolidation,724.0,0
25.0,60103.0,<1 year,Mortgage,16345.0,12.03,Debt consolidation,688.0,0
53.0,59249.0,3–5 years,Mortgage,11051.0,9.22,Home improvement,-,0
42.0,54401.0,3–5 years,Rent,9975.0,12.24,Other,819.0,0
59.0,56967.0,10+ years,Rent,11340.0,14.55,Education,744.0,0
50.0,30631.0,5–10 years,Mortgage,15781.0,10.5,Debt consolidation,697.0,0
40.0,72433.0,5–10 years,Rent,18313.0,12.22,Home improvement,739.0,0
73.0,57092.0,10+ years,Mortgage,18207.0,10.29,Home improvement,-,0
61.0,93146.0,<1 year,Rent,16629.0,6.78,Car,721.0,0
48.0,103146.0,-,Own,8731.0,11.05,Home improvement,716.0,0
41.0,58056.0,3–5 years,Own,15332.0,13.16,Debt consolidation,787.0,0
43.0,44982.0,10+ years,-,10089.0,16.19,Debt consolidation,689.0,0
49.0,25058.0,10+ years,Rent,14678.0,11.81,Education,731.0,0
59.0,48894.0,3–5 years,Mortgage,11872.0,9.46,Car,720.0,0
31.0,72739.0,3–5 years,Own,16052.0,9.17,Debt consolidation,738.0,0
37.0,71123.0,1–3 years,Mortgage,8442.0,12.28,Home improvement,645.0,0
36.0,96998.0,3–5 years,Mortgage,13829.0,9.2,Education,703.0,0
30.0,60855.0,3–5 years,Rent,16437.0,10.88,Home improvement,667.0,0
71.0,55982.0,1–3 years,Mortgage,9224.0,7.54,-,698.0,0
39.0,68628.0,5–10 years,Own,21138.0,6.12,Home improvement,704.0,0
58.0,73714.0,<1 year,Own,17178.0,12.54,Car,620.0,0
35.0,69432.0,10+ years,Rent,7263.0,11.47,Car,721.0,0
48.0,51654.0,3–5 years,Mortgage,6872.0,12.09,Home improvement,652.0,0
-,51520.0,1–3 years,Own,14304.0,12.61,Vacation,702.0,0
73.0,75787.0,-,-,8814.0,12.35,Home improvement,672.0,0
25.0,91132.0,3–5 years,Own,21552.0,10.06,Home improvement,728.0,0
63.0,54207.0,<1 year,Mortgage,3532.0,13.76,Home improvement,695.0,0
44.0,56335.0,-,Own,16651.0,12.21,Home improvement,636.0,1
30.0,32397.0,3–5 years,Rent,14839.0,8.52,Car,675.0,0
36.0,80696.0,<1 year,Rent,13875.0,12.34,Debt consolidation,706.0,0
45.0,109783.0,10+ years,Rent,12222.0,8.46,Car,704.0,0
22.0,79602.0,5–10 years,Mortgage,20004.0,12.25,Home improvement,682.0,1
32.0,-,3–5 years,Rent,18984.0,9.59,Other,576.0,0
33.0,33760.0,-,Rent,19387.0,8.67,Home improvement,690.0,0
30.0,75597.0,-,-,25469.0,10.57,Debt consolidation,708.0,0
72.0,66810.0,1–3 years,Own,11900.0,9.52,Other,726.0,0
52.0,33572.0,1–3 years,Mortgage,17180.0,10.66,Debt consolidation,-,0
71.0,-,1–3 years,Mortgage,17087.0,16.26,Debt consolidation,657.0,0
43.0,52125.0,-,Mortgage,15901.0,16.24,Car,755.0,0
58.0,50000000.0,1–3 years,Own,21524.0,12.83,Debt consolidation,711.0,0
57.0,36365.0,10+ years,Own,14614.0,16.8,Education,690.0,0
55.0,70833.0,3–5 years,Own,12807.0,15.85,Debt consolidation,750.0,0
48.0,89368.0,1–3 years,Rent,8509.0,13.13,Debt consolidation,710.0,0
49.0,-,5–10 years,Other,10092.0,5.0,Debt consolidation,845.0,0
47.0,55975.0,5–10 years,Mortgage,10043.0,16.15,Other,687.0,0
37.0,72178.0,<1 year,Rent,18933.0,16.41,Education,716.0,0
64.0,31890.0,3–5 years,Rent,22200.0,10.96,Education,625.0,0
56.0,83521.0,1–3 years,Rent,13523.0,15.62,Home improvement,627.0,0
40.0,77743.0,3–5 years,Rent,16139.0,8.07,Education,716.0,0
25.0,52458.0,3–5 years,Rent,18498.0,7.16,Debt consolidation,719.0,0
54.0,38058.0,10+ years,Own,13384.0,9.79,Home improvement,729.0,0
57.0,59585.0,5–10 years,Mortgage,14606.0,14.86,Debt consolidation,659.0,0
21.0,44724.0,-,Own,6108.0,13.67,Car,733.0,0
49.0,85404.0,1–3 years,Rent,12321.0,13.91,Education,716.0,0
69.0,15000.0,1–3 years,Own,15142.0,17.78,Education,746.0,0
47.0,36858.0,5–10 years,Rent,19097.0,13.0,Home improvement,652.0,0
40.0,40364.0,1–3 years,Own,17198.0,15.08,Debt consolidation,703.0,0
57.0,42768.0,10+ years,Own,14157.0,16.68,Education,744.0,0
-,35329.0,10+ years,Own,13610.0,14.74,Debt consolidation,695.0,0
34.0,61854.0,5–10 years,Mortgage,15117.0,6.42,Debt consolidation,736.0,0
64.0,35379.0,10+ years,Mortgage,21489.0,9.47,Debt consolidation,678.0,0
71.0,54189.0,10+ years,Mortgage,16737.0,14.54,Education,-,0
21.0,61543.0,10+ years,Own,27137.0,8.29,Home improvement,656.0,0
61.0,97581.0,3–5 years,Rent,7108.0,12.09,Home improvement,824.0,0
53.0,68507.0,10+ years,Own,18991.0,14.46,Home improvement,660.0,0
65.0,69256.0,3–5 years,Rent,9186.0,17.71,Debt consolidation,722.0,0
59.0,47935.0,5–10 years,Mortgage,20495.0,14.19,Education,647.0,0
24.0,52985.0,10+ years,Rent,16819.0,7.22,Education,-,0
25.0,40651.0,<1 year,Rent,23212.0,6.98,Car,757.0,0
46.0,67386.0,-,Rent,7307.0,17.69,Other,765.0,0
33.0,30086.0,3–5 years,Mortgage,16961.0,12.74,Debt consolidation,675.0,0
32.0,70758.0,<1 year,Rent,18562.0,8.47,Debt consolidation,641.0,0
21.0,30282.0,1–3 years,Own,20582.0,13.92,Debt consolidation,806.0,0
33.0,55604.0,5–10 years,Rent,13956.0,12.58,Home improvement,665.0,0
-,-,<1 year,Rent,11377.0,9.29,Education,620.0,0
64.0,76065.0,3–5 years,Rent,22534.0,14.27,Education,602.0,0
37.0,28874.0,3–5 years,Own,15098.0,8.8,Debt consolidation,745.0,0
53.0,60299.0,5–10 years,Own,15522.0,13.45,Debt consolidation,751.0,0
65.0,44996.0,3–5 years,-,10142.0,12.39,Home improvement,711.0,0
50.0,56179.0,1–3 years,Own,20283.0,12.57,Debt consolidation,638.0,0
23.0,44427.0,3–5 years,Mortgage,19878.0,11.86,Debt consolidation,779.0,0
60.0,40429.0,5–10 years,Other,12218.0,11.45,Car,649.0,0
70.0,53115.0,10+ years,Own,10512.0,13.62,Debt consolidation,643.0,0
68.0,69108.0,1–3 years,Own,11970.0,9.12,Debt consolidation,655.0,0
22.0,66387.0,1–3 years,Own,10883.0,9.78,Other,750.0,0
43.0,30488.0,<1 year,Rent,15025.0,9.86,Debt consolidation,723.0,0
61.0,88417.0,-,Rent,15731.0,16.84,Other,667.0,0
36.0,-,10+ years,Rent,8338.0,6.28,Education,780.0,0
59.0,26140.0,5–10 years,Rent,26997.0,14.24,Debt consolidation,712.0,0
28.0,22844.0,<1 year,Own,17310.0,13.06,Debt consolidation,763.0,0
71.0,60518.0,10+ years,Rent,13788.0,8.25,Debt consolidation,688.0,0
73.0,58794.0,3–5 years,Own,8461.0,11.58,Education,770.0,0
38.0,57269.0,1–3 years,Rent,16913.0,16.36,Vacation,623.0,0
31.0,75135.0,3–5 years,Rent,10302.0,6.26,Debt consolidation,-,0
21.0,57336.0,5–10 years,Mortgage,1856.0,7.33,Home improvement,681.0,0
70.0,47938.0,1–3 years,Rent,6949.0,5.69,Debt consolidation,647.0,0
30.0,-,3–5 years,Rent,15228.0,10.04,Education,767.0,0
64.0,102219.0,10+ years,Own,17514.0,13.02,Education,800.0,0
39.0,84158.0,3–5 years,Rent,14930.0,18.69,Car,645.0,0
69.0,89142.0,-,Mortgage,18254.0,8.02,Car,762.0,0
70.0,69925.0,3–5 years,Own,17231.0,10.99,Debt consolidation,703.0,0
59.0,55726.0,3–5 years,Rent,5293.0,13.9,Car,664.0,0
41.0,57808.0,5–10 years,Mortgage,19022.0,14.6,-,-,0
55.0,37432.0,5–10 years,Mortgage,14592.0,13.56,Debt consolidation,694.0,0
32.0,81440.0,3–5 years,Mortgage,16845.0,7.1,Home improvement,743.0,0
40.0,42154.0,3–5 years,Rent,11931.0,13.05,Other,663.0,0
60.0,74204.0,3–5 years,Own,20296.0,12.0,Debt consolidation,685.0,0
61.0,70503.0,3–5 years,Own,16602.0,15.48,Debt consolidation,-,0
62.0,59890.0,5–10 years,Mortgage,20226.0,13.46,Debt consolidation,572.0,0
30.0,58528.0,10+ years,Mortgage,21241.0,14.19,Debt consolidation,638.0,0
41.0,73094.0,1–3 years,Rent,17934.0,9.55,Debt consolidation,-,0
29.0,61474.0,1–3 years,Mortgage,11093.0,13.86,Debt consolidation,732.0,0
-,70615.0,3–5 years,Rent,12808.0,13.17,Debt consolidation,752.0,0
33.0,62376.0,-,Own,16333.0,9.32,Debt consolidation,839.0,0
30.0,31568.0,3–5 years,Other,10426.0,10.17,Home improvement,747.0,0
42.0,51844.0,5–10 years,Mortgage,11194.0,10.31,Vacation,686.0,0
21.0,78623.0,3–5 years,Mortgage,20239.0,14.59,Debt consolidation,709.0,0
36.0,58233.0,-,Mortgage,15540.0,11.9,Home improvement,628.0,0
36.0,71596.0,3–5 years,Other,12173.0,9.67,Car,689.0,0
69.0,38058.0,1–3 years,Own,13431.0,7.91,Vacation,685.0,0
30.0,49213.0,1–3 years,Mortgage,12070.0,17.4,Education,714.0,0
37.0,77581.0,5–10 years,Own,15676.0,9.67,-,756.0,0
28.0,29189.0,3–5 years,Own,16176.0,8.72,Education,695.0,0
60.0,64506.0,10+ years,Own,17049.0,17.25,Debt consolidation,763.0,0
22.0,43848.0,5–10 years,Own,14793.0,9.65,-,720.0,0
24.0,39477.0,10+ years,Mortgage,18965.0,11.28,Vacation,660.0,0
32.0,48279.0,3–5 years,Own,22137.0,10.61,Vacation,709.0,0
33.0,37795.0,10+ years,Own,20662.0,12.59,Debt consolidation,655.0,0
67.0,71385.0,1–3 years,Rent,24613.0,7.85,-,680.0,0
54.0,74573.0,1–3 years,Mortgage,14492.0,9.32,Education,624.0,0
51.0,59831.0,1–3 years,Rent,23733.0,17.71,Debt consolidation,739.0,0
24.0,61858.0,-,Rent,15313.0,12.9,Car,682.0,0
74.0,83686.0,3–5 years,Rent,10859.0,12.4,Debt consolidation,667.0,0
56.0,60296.0,<1 year,Own,16873.0,13.4,Education,566.0,0
41.0,101341.0,5–10 years,Mortgage,24609.0,9.38,Debt consolidation,741.0,0
32.0,55171.0,<1 year,Own,15789.0,14.7,Education,724.0,0
23.0,67636.0,3–5 years,Own,26176.0,13.16,Home improvement,679.0,0
73.0,59750.0,1–3 years,Rent,6650.0,14.09,Debt consolidation,629.0,0
67.0,34156.0,5–10 years,Mortgage,13684.0,14.59,Other,639.0,0
51.0,38212.0,-,Own,11369.0,15.4,Debt consolidation,704.0,0
71.0,59247.0,5–10 years,Own,15427.0,14.72,Vacation,650.0,0
41.0,49531.0,<1 year,Mortgage,15024.0,12.12,Debt consolidation,767.0,0
51.0,63350.0,<1 year,Own,26929.0,14.82,Home improvement,710.0,0
35.0,48204.0,5–10 years,Rent,12192.0,11.25,Education,719.0,0
54.0,76429.0,10+ years,Rent,17801.0,14.45,Education,728.0,0
